,portfolio_value
450,111283.5817123608
451,111852.95220679887
452,107296.71325575712
453,102083.1680023196
454,103565.78197302806
455,104687.56300361955
456,103914.55166056904
457,105231.60798380652
458,105149.8096997091
459,105640.93607948837
460,105195.02321629834
461,105029.18445254868
462,103373.72978730407
463,104280.426548013
464,103995.75088067356
465,104288.38210339693
466,104060.48490879574
467,104998.22698325517
468,104750.8337562953
469,104018.18960886012
470,103750.3332457543
471,103798.6686320764
472,103551.07274862097
473,103471.93008946924
474,103195.44039061692
475,103058.27582847462
476,103677.20681009993
477,107174.96369181263
478,107407.70505369213
479,108113.55436713187
480,107085.8862837128
481,106041.37489211475
482,105598.70459772668
483,105828.67507422506
484,105475.56709538
485,105361.48447159673
486,105600.86367885607
487,105573.45782684581
488,105306.54581273979
489,105464.13169772534
490,105932.76319035179
491,106240.5176157183
492,106001.64785832047
493,105855.14654661925
494,105754.24777701091
495,106068.32102406518
496,106130.55504067641
497,104717.64571336239
498,104916.42227014416
499,104662.83909896662
500,104972.25633926217
501,105291.46889151791
502,106742.67547200753
503,106402.85147488459
504,106488.50151670874
505,106555.60736474858
506,106508.9393625168
507,106712.26313836122
508,106298.96785909744
509,106209.54274029171
510,106414.94248415
511,108141.6426480248
512,108643.94065132104
513,110128.96763352517
514,110915.87219606146
515,111105.31888872907
516,112178.22840078297
517,114635.45628373226
518,115704.75256367678
519,111178.0479830612
520,112442.84694096679
521,112200.28377335516
522,112693.1078799644
523,113738.50740800796
524,112599.58583632363
525,111943.62499488385
526,110714.77531475318
527,111677.70428405966
528,114286.79251521561
529,113880.94255777274
530,114460.0833462388
531,113665.87223948714
532,114698.63171992888
533,113548.8092423345
534,113217.00581508923
535,112968.25273309596
536,112876.49402546744
537,113214.7170475599
538,113967.91831369683
539,115916.13149772027
540,114232.19541463557
541,114720.59034372747
542,115423.8716168074
543,115568.55292310973
544,115492.89027113172
545,116193.93463517752
546,116282.43145958
547,115748.73587055731
548,115194.58809563337
549,115891.33417868913
550,116769.53611545319
551,117300.15007845438
552,120034.00776293907
553,122423.4944559113
554,127208.68941365991
555,128325.75821915716
556,131778.51267357595
557,131938.64294522276
558,130679.75776418239
559,137676.9879471994
560,146684.52355765383
561,134662.61898316027
562,124799.34933776617
563,125055.27499931985
564,125564.26356820922
565,114282.46180115947
566,116467.22997617195
567,118081.17116391806
568,124899.09292876151
569,122903.52361348017
570,123764.68599204357
571,123566.39078766241
572,125800.26387146687
573,123453.39527467142
574,124019.53399246273
575,125026.728198505
576,125244.73917294781
577,125281.06989991048
578,129594.37654475622
579,130956.49841213302
580,132921.04234927375
581,134550.6330539301
582,135585.68314218623
583,137395.54441870304
584,137805.32023233458
585,131969.70590159873
586,131661.45451984875
587,131707.34594297135
588,132877.21247722622
589,133313.62070799028
590,135051.99083307502
591,136493.81442758316
592,141938.38118634518
593,142138.6989133647
594,146247.63064078795
595,147065.41771036162
596,147419.68897893652
597,147413.3677097201
598,150867.01678776188
599,152592.85858171512
600,154483.5053703178
601,154034.96596464995
602,149746.5379436398
603,143501.26037898718
604,146331.6411734291
605,140632.2160939721
606,149255.8363364279
607,149684.19367056328
608,151181.14017481025
609,146262.431704737
610,139195.6974883164
611,135653.3745458635
612,140713.78852621993
613,135103.93898423619
614,134212.78027011795
615,126000.5664392999
616,134084.55668651147
617,134174.51006664132
618,133740.6363567956
619,132501.01736434965
620,135942.4977039516
621,141465.62698862655
622,140703.1227494904
623,140009.9961741139
624,144273.33432460617
625,143857.97398918163
626,144672.66487682468
627,146478.02399648883
628,146269.1654050175
629,143892.39292904423
630,145820.12062909044
631,147320.73738193978
632,146881.92329197793
633,148498.70413165525
634,147983.8770519286
635,150087.72127345757
636,150998.85175663163
637,152343.5173761662
638,155008.60453741558
639,154974.9546857076
640,162433.72557654063
641,164814.7529448501
642,167183.72046071992
643,170452.70098830838
644,171933.4385016928
645,183968.29457345116
646,186178.62248649812
647,188588.75884534698
648,193232.8881288896
649,183584.17635420628
650,184820.37860745008
651,184645.7714983033
652,192553.8547568436
653,196079.73767615025
654,203632.21566260693
655,217188.6564574765
656,227667.1440752807
657,236833.59568967976
658,226239.07493700398
659,218683.39849602684
660,216574.95797418905
661,224756.39606185546
662,233739.20227100985
663,239978.42737263575
664,254118.304085488
665,267062.47580274113
666,257004.92443310635
667,262152.71682643873
668,263178.0560407364
669,250651.43048327422
670,254959.57366431554
671,238713.83562727037
672,235452.3781200423
673,239388.75235735578
674,244460.06575566097
675,253760.54297382923
676,251442.20769243533
677,252733.43157972128
678,255750.2981663428
679,235003.42673542933
680,240199.71359242924
681,241999.5422164909
682,239035.41447603147
683,234682.34449730796
684,240174.7378776538
685,243064.33381908608
686,243300.5788516498
687,236454.39270522134
688,225597.81551397205
689,223089.22313177545
690,227744.41897462835
691,224700.5885720713
692,215760.34506808684
693,215542.58034383086
694,222215.69746650866
695,219001.64907869184
696,254327.09171733563
697,243674.40314701793
698,249722.2144624903
699,236569.46315219623
700,233466.0007510194
701,243162.16987217916
702,252811.4046459837
703,257431.26225098778
704,246132.91019662094
705,245550.98667294518
706,252103.0159398827
707,258155.5240749924
708,289487.95179150766
709,292330.49139108136
710,287277.468856017
711,289928.56092456845
712,308069.9898229245
713,350819.3068425017
714,340623.8649777506
715,353877.06234951806
716,350670.71489816066
717,338698.6467790197
718,327811.431592046
719,334501.87008217786
720,338025.5938841899
721,350053.5761593996
722,352729.4338750171
723,353951.44790765515
724,366976.1961411965
725,366122.5426288099
726,375850.2346361249
727,388442.7085181841
728,351793.879450608
729,366161.96919777984
730,366722.9797080468
731,340619.6365000108
732,335771.05318801565
733,333853.3781941373
734,316456.4861556231
735,262728.5726373501
736,291886.3460545239
737,317735.80510149454
738,308639.4534005247
739,307180.8046206979
740,288590.5178485516
741,288725.22848698136
742,307210.50741315837
743,304708.9147146544
744,323360.3592239644
745,321769.22456364887
746,320956.1358690762
747,336065.73437789996
748,330232.11607055075
749,324683.7225654971
750,330847.18331178965
751,333626.8401295008
752,358226.1382425603
753,358998.6514301433
754,361939.4325828197
755,398883.962540688
756,411536.6818892609
757,416240.7205888133
758,408435.2905440823
759,407375.55294992076
760,414887.3857683576
761,433274.42137613613
762,428126.85372565984
763,401809.65498115256
764,415420.9573879895
765,424675.5106373724
766,417200.345753498
767,438422.01656466787
768,458844.0579633928
769,477192.1003371989
770,496162.72487371403
771,504066.1172500136
772,492729.84346518834
773,500116.71028424567
774,519398.9840991113
775,499393.13020627305
776,465239.13736997085
777,461675.0133600164
778,466406.1662722092
779,506296.14817877865
780,539387.6952644918
781,529636.0186803836
782,558515.2618846655
783,550738.5083163708
784,562042.4587306713
785,562009.6006560774
786,649783.4105438575
787,664343.4538599254
788,653728.382734279
789,674130.4187355628
790,717475.0340117969
791,757135.0533978452
792,772286.4355583647
793,902277.0470084909
794,1092263.7935323226
795,1012381.4901249252
796,1033285.3314260172
797,1060577.913324857
798,1001047.3092185276
799,1009845.264407238
800,1073709.7521121157
801,1151695.303654913
802,1072156.7725839636
803,1004141.96733406
804,956250.0432818149
805,836620.5985641802
806,955145.1876820126
807,940649.7931482074
808,869340.3551629019
809,872216.3740676396
810,890587.2384099902
811,902743.8365571895
812,924824.0615974682
813,1021010.315380151
814,887463.0005709548
815,855300.3187629611
816,875693.7771404334
817,785646.3554250961
818,816678.6066859777
819,668171.039260577
820,651925.7274019083
821,666734.9276697984
822,673921.6463682192
823,637310.7941330128
824,634199.7147815027
825,659906.4324307791
826,654448.1296675431
827,650061.8198709963
828,656248.8654248747
829,589479.1901519018
830,595712.522991706
831,537608.802342388
832,518597.8629587199
833,408026.7522748595
834,446127.66233777604
835,439115.93283895013
836,469241.5932334067
837,492334.5905777532
838,502158.14811046195
839,485761.6589398364
840,528930.1362753559
841,561403.8373205825
842,564658.8179523392
843,618786.5744732248
844,582280.5314319093
845,547755.1101742805
846,562388.0369462933
847,565925.7477855704
848,582553.4445399684
849,566060.7481917716
850,592015.0101418713
851,598813.6873646474
852,622244.4368940704
853,582586.1669573336
854,541224.5856249407
855,512829.514595576
856,510430.30503110914
857,503981.7984253208
858,503419.8226704782
859,456192.7537269167
860,457461.0157908325
861,459191.032980216
862,472734.767852532
863,485979.6971899897
864,487226.06448527443
865,476835.45063327585
866,483945.77502484113
867,451232.2507355603
868,432290.15533186053
869,437563.6921115196
870,398200.1784117159
871,394178.5138846713
872,411404.2439968482
873,381879.5428823226
874,379845.2511077495
875,371164.94775908836
876,377669.1546694057
877,381084.20796984655
878,387473.40586598625
879,428080.60101820854
880,428544.34269972483
881,436319.6120662946
882,429189.6446776561
883,441234.4835716632
884,447086.38174757996
885,471622.6605982707
886,475328.4195846899
887,509521.53653507313
888,467814.4603176173
889,487688.41743877804
890,474018.1682744323
891,485206.05205875
892,479349.0275388272
893,484555.49895867915
894,507561.51218296017
895,505917.6493408766
896,490586.5169787953
897,484158.1627539161
898,488428.42038295005
899,475700.9477738115
900,446969.1112008821
901,459297.58131267404
902,448975.9885183591
903,442439.11881098314
904,429575.4597539531
905,436705.69402156345
906,444537.7532174894
907,426718.7310014379
908,403942.2147885255
909,405541.27559922094
910,400481.54583193734
911,399982.3704467191
912,397247.3084226133
913,401023.8443508369
914,403224.586220086
915,402027.11206029763
916,407592.39521432534
917,408681.6456762944
918,409823.5714710378
919,407462.61196499225
920,373012.2367765697
921,357802.59584940993
922,347050.2878425514
923,361626.12977668195
924,350999.43697983713
925,363252.67247023765
926,364707.0514599733
927,364867.07023436285
928,362568.80255941267
929,331886.9560587575
930,338837.0833952224
931,331641.9253873314
932,334181.40871137736
933,322549.75957492116
934,336477.7194924979
935,353484.55094028485
936,349901.20195673045
937,355072.57454313297
938,356773.1287578474
939,360061.5168857543
940,341027.39190830046
941,343445.2374671778
942,336247.3877425254
943,336565.29293161735
944,358185.4047288432
945,382757.3758827622
946,384997.3106728785
947,389066.13408201176
948,384103.6949722979
949,399446.30366949347
950,429891.19955645193
951,419330.33382045146
952,408729.19128424756
953,417905.62185880996
954,418404.0183145153
955,400498.91411724
956,393272.65210298053
957,390696.4222405651
958,385008.6102776138
959,362934.0252342226
960,354173.63441730343
961,333878.844932718
962,345135.9286964007
963,327667.9990380853
964,332039.7835411301
965,327886.88362717046
966,331998.833684586
967,333310.3615500432
968,344207.8201810682
969,332278.00999667274
970,340160.2323298314
971,335291.56853225926
972,341828.59235424997
973,350423.3450593799
974,357785.3207213493
975,366635.81329008326
976,364749.6953737684
977,361505.158685878
978,364038.8388376268
979,377639.0484523614
980,351867.9767661994
981,340194.85800244485
982,337320.9049566177
983,331340.0775739433
984,331027.17116452375
985,332599.6817526708
986,339734.47838216036
987,339332.98234652466
988,329129.62132301065
989,333039.0655890688
990,334318.45691842405
991,339830.57801623223
992,348787.5809013603
993,342584.83186853013
994,336081.5915696724
995,337989.59943621315
996,345570.74687798426
997,344318.03274203924
998,341951.0498509109
999,340829.9518562165
1000,338319.66830927215
1001,341292.91778459627
1002,343164.48275362747
1003,344122.2412812309
1004,343736.7377005409
1005,340537.1440387101
1006,326171.69580886007
1007,327124.38107118267
1008,340735.4620013618
1009,341176.0043322266
1010,338910.24946737103
1011,335663.50311453635
1012,335174.17690550856
1013,335926.7398388867
1014,335497.5956735951
1015,335762.61827254837
1016,335227.9793932431
1017,334881.4880590391
1018,328438.07799722225
1019,328683.27853407495
1020,328017.2853540875
1021,331201.1585240523
1022,331466.7778719902
1023,332885.34033967124
1024,334722.47744556883
1025,338177.48166430753
1026,334760.0625040361
1027,331297.84658924106
1028,330073.3260027054
1029,329529.20773950365
1030,301435.7396871724
1031,297798.0275807114
1032,294966.87366099324
1033,262356.3622422957
1034,243325.76127827648
1035,249688.26882763414
1036,238447.04194685232
1037,213105.93731707052
1038,214742.32105073106
1039,232568.11506978248
1040,233511.48384635203
1041,222430.7867277103
1042,217806.4579386004
1043,219871.3482742319
1044,200768.97152946008
1045,196267.7368484466
1046,199583.92220837902
1047,196316.03581081456
1048,198997.78593849935
1049,191628.76074046863
1050,188173.7166950893
1051,199840.86825415416
1052,205915.15270293632
1053,207507.2934028066
1054,222639.7834671379
1055,212150.0874658971
1056,219153.8692129411
1057,210774.51319624844
1058,202757.6070298486
1059,213360.69537413973
1060,206146.95507628433
1061,214069.56922946303
1062,209554.52877430778
1063,210760.0411747113
1064,217587.5956628926
1065,217915.82814559634
1066,218374.84937819457
1067,203292.8202184232
1068,203709.31163097557
1069,204370.80136431253
1070,201508.083951668
1071,202627.67238625447
1072,203691.0014422631
1073,202858.17429948796
1074,200556.65801504673
1075,199781.27296824145
1076,200407.7721643063
1077,200951.43741512886
1078,195631.43279621846
1079,194904.13244786893
1080,196926.00019782205
1081,196046.4447677159
1082,197159.42419572317
1083,196010.1837525782
1084,196493.9630753856
1085,194150.73372043465
1086,193470.4760791502
1087,203882.68129293254
1088,202994.37944173464
1089,203534.80571927258
1090,202614.27055783197
1091,202156.86077283102
1092,202749.13360936492
1093,215668.87349820128
1094,217719.17151323328
1095,215418.80821333246
1096,217724.18423813453
1097,212772.3868139999
1098,211708.60495683507
1099,211288.5600691861
1100,211203.76108243008
1101,210970.73526687053
1102,206922.28755306135
1103,212176.72930231638
1104,212326.69870969057
1105,212440.1806636639
1106,212329.2044257359
1107,212658.33479654667
1108,213118.16756577115
1109,213373.9164893724
1110,213665.41573748205
1111,215389.4372657485
1112,218291.78389537684
1113,219888.83455592964
1114,220709.67650591896
1115,218551.70612297926
1116,218030.9981454481
1117,215829.19202512823
1118,216714.3473350945
1119,220459.64881259194
1120,219428.6291040191
1121,220749.03787018894
1122,223174.3309255073
1123,249571.3138441621
1124,253116.45761460235
1125,251301.92440535885
1126,255784.9879337587
1127,265541.68577495357
1128,262259.8030260267
1129,267052.2188637747
1130,256244.9558291891
1131,257310.88689987722
1132,256378.6639980509
1133,262537.2636904802
1134,263059.47435436945
1135,264954.68724698346
1136,268836.51296223054
1137,275621.18492077704
1138,271480.6388434876
1139,261368.65719530347
1140,264346.9632108698
1141,262973.97405435005
1142,267074.11172905506
1143,268721.0308782002
1144,272469.6105912076
1145,282853.73564701405
1146,281972.8391886511
1147,284878.3754367232
1148,290593.35786024394
1149,297930.7838265446
1150,305875.69499373384
1151,355685.20517098607
1152,362567.6040259528
1153,370619.80454573693
1154,358210.0105432303
1155,336605.8597331053
1156,359443.3876390131
1157,359014.4103349584
1158,348072.2312843191
1159,355568.9586396112
1160,359606.08876964793
1161,385701.7714003693
1162,383294.4264505161
1163,370593.69996686984
1164,380160.86523344385
1165,366576.6285207467
1166,347654.18701963883
1167,352218.5722041396
1168,352407.81793638854
1169,361040.63366056915
1170,359154.2739550534
1171,356392.2144248568
1172,364545.08076901495
1173,368009.13325359666
1174,384792.89108433644
1175,407335.37345606764
1176,398786.93263146206
1177,406089.30230555957
1178,416408.36101965205
1179,438736.09197659243
1180,470047.7780057713
1181,497728.1622612427
1182,540347.2821953321
1183,467915.7867951792
1184,510228.7628182145
1185,438672.31785348745
1186,447141.7958831794
1187,486578.74279068125
1188,449838.5994827775
1189,493017.1091384502
1190,503121.65243702615
1191,488851.3215224999
1192,459680.26866301947
1193,475650.3250863288
1194,442251.6414373313
1195,389096.6673289529
1196,396862.0298391314
1197,429277.7992248772
1198,423955.8627717514
1199,417543.50251862494
1200,402033.3962261986
1201,399290.5875142698
1202,402308.21996441117
1203,401120.7982261256
1204,389068.34947908536
1205,392131.3435863457
1206,407410.69145051786
1207,418628.7243168914
1208,422389.90297288494
1209,463623.7800920968
1210,453019.45724467956
1211,468948.13970290514
1212,470429.6887400748
1213,466616.33161873434
1214,450178.4148802439
1215,433495.95098509616
1216,403447.6875592637
1217,412451.03910481365
1218,414631.2881332873
1219,432194.9083905383
1220,427164.2754186372
1221,405556.8536739692
1222,405183.9428891501
1223,414482.5375476123
1224,413475.42599967594
1225,407540.91988192784
1226,392847.1215955546
1227,384589.7621784352
1228,387423.8341643211
1229,420397.8880593226
1230,419933.2582225484
1231,418631.08262910607
1232,410913.6983483992
1233,410068.96778329025
1234,402278.93921100977
1235,404722.4318580292
1236,412472.3214207967
1237,410380.4377152627
1238,407861.45644567104
1239,406841.34763358266
1240,405230.67152709584
1241,407648.28864829
1242,405178.4623381357
1243,389956.55056698987
1244,350857.702032866
1245,345811.7262064003
1246,333375.0566049583
1247,337423.2774965181
1248,338401.1374134466
1249,339928.62096381176
1250,341532.0707467433
1251,337522.80953786575
1252,336112.1879721962
1253,336960.83053878555
1254,336333.3275534252
1255,348388.0581926658
1256,347849.1695087989
1257,338982.25009416376
1258,340871.6530695404
1259,335172.97554532805
1260,330089.82630026387
1261,332045.0066711446
1262,327564.056320226
1263,336272.46995962295
1264,330829.3944022285
1265,311791.645517794
1266,311366.2350948619
1267,347069.24960954214
1268,365551.5545367271
1269,370959.1146328107
1270,364038.23408985854
1271,364194.5462571694
1272,366426.97328438284
1273,371212.67856596946
1274,368274.97093055776
1275,369056.4890935204
1276,365466.0225207691
1277,349926.98805647064
1278,348275.01488358865
1279,350311.5043196853
1280,350252.9034953503
1281,347237.42532520986
1282,340260.5766914312
1283,334422.1683659196
1284,331130.30144370586
1285,325271.9231016407
1286,312280.9378008823
1287,300857.9812791124
1288,296020.6573310816
1289,298591.5249745074
1290,308391.5253919866
1291,315762.1392253377
1292,300889.901609243
1293,301101.4070195436
1294,298954.5125749827
1295,305208.47931843234
1296,308223.6899099687
1297,303409.2046851543
1298,299501.5805724719
1299,297898.84327794873
1300,298725.9369976543
1301,299812.9668078216
1302,288859.56844718545
1303,279290.9318719172
1304,298696.5074310651
1305,296532.78593591397
1306,297201.55055656424
1307,301659.39003975346
1308,300938.0844480512
1309,298685.10994018294
1310,300296.9490096619
1311,300288.63536471024
1312,297168.7052161576
1313,291011.67298608617
1314,302522.59444359934
1315,316086.19532723125
1316,328344.3970480206
1317,325504.62872370495
1318,319057.78867840674
1319,328202.7731263181
1320,327398.0312134706
1321,348166.4231766508
1322,347818.42340452375
1323,345329.7376680655
1324,351839.8014018917
1325,346041.66429524886
1326,344017.6071786115
1327,335366.863579504
1328,336600.88037980034
1329,350766.6329401618
1330,364481.4105767924
1331,363389.93708814087
1332,369478.64047013415
1333,364206.7190529332
1334,362367.1549217712
1335,358657.653654206
1336,372250.6232768791
1337,376201.8019976214
1338,378297.6558525069
1339,380517.6847228245
1340,391272.8889843671
1341,395073.5590512485
1342,391742.472434733
1343,395022.05382672325
1344,390062.60603269225
1345,374018.76332810277
1346,373319.48766964953
1347,376071.72303953633
1348,374415.6364023409
1349,363099.92691272794
1350,346315.00190608675
1351,344058.12089096976
1352,339193.1165762301
1353,346499.7206236572
1354,344392.1653124955
1355,344402.2170701793
1356,354418.5152773517
1357,355737.92835354764
1358,313783.67959224037
1359,313293.0635411751
1360,311733.2396660212
1361,194265.09211768265
1362,209446.2830261183
1363,191754.72180206815
