date,asset,old_weight,new_weight,turnover,transaction_cost,slippage_cost,portfolio_value
2018-11-01,BTC-USD,0.6672080472100629,0.0,0.6672080472100629,407.1474965874852,203.5737482937426,609004.2559111733
2018-11-01,SPY,0.3327919527899373,1.0,0.6672080472100628,407.1474965874851,203.57374829374254,609004.2559111733
2019-01-02,GLD,0.0,0.6763338123520524,0.6763338123520524,377.16559444395773,188.58279722197886,555988.9078337083
2019-01-02,SPY,0.9999999999999964,1.2054863971913476e-15,0.9999999999999952,557.6618935142485,278.83094675712425,555988.9078337083
2019-01-02,TLT,3.244825516235747e-17,0.32366618764794636,0.3236661876479463,180.49629907029268,90.24814953514634,555988.9078337083
2019-01-31,GLD,0.6827038417566219,0.0,0.6827038417566219,386.50831775426667,193.25415887713334,564983.9388944969
2019-01-31,TLT,0.31729615824337654,0.9999999999999942,0.6827038417566177,386.5083177542643,193.25415887713214,564983.9388944969
2019-03-29,SPY,5.151475165543059e-15,0.999999999999992,0.9999999999999869,587.856226597606,293.928113298803,586092.657917821
2019-03-29,TLT,0.9999999999999944,0.0,0.9999999999999944,587.8562265976104,293.9281132988052,586092.657917821
2019-05-28,SPY,0.9999999999999956,8.326672684688674e-17,0.9999999999999954,580.6335473583385,290.3167736791693,578891.6467162662
2019-05-28,TLT,0.0,1.0,1.0,580.6335473583412,290.3167736791706,578891.6467162662
2019-06-25,BTC-USD,0.0,1.0,1.0,598.3916350752353,299.19581753761764,596596.4601700095
2019-06-25,TLT,1.0,2.7755575615628914e-17,1.0,598.3916350752353,299.19581753761764,596596.4601700095
2019-07-24,BTC-USD,1.0,0.6252889503465663,0.3747110496534337,172.49117885366948,86.24558942683474,459813.7043489182
2019-07-24,GLD,0.0,0.3747110496534335,0.3747110496534335,172.49117885366937,86.24558942683468,459813.7043489182
2019-08-21,BTC-USD,0.6161968183048174,0.9977807738276323,0.3815839555228149,180.55590756017645,90.27795378008823,472633.12106736074
2019-08-21,GLD,0.3838031816951828,0.002219226172367455,0.3815839555228153,180.55590756017668,90.27795378008834,472633.12106736074
2019-09-19,BTC-USD,0.9978013810114654,0.9999999999999998,0.002198618988534351,1.0444070222200372,0.5222035111100186,475025.5223425162
2019-09-19,GLD,0.002198618988533977,4.85722573273506e-17,0.0021986189885339286,1.0444070222198367,0.5222035111099184,475025.5223425162
2019-10-17,BTC-USD,0.9999999999999998,1.537605606916453e-16,0.9999999999999997,370.33820051696233,185.16910025848117,369227.1859154116
2019-10-17,TLT,2.7639892934040106e-16,0.9999999999999998,0.9999999999999996,370.3382005169623,185.16910025848114,369227.1859154116
2019-11-14,BTC-USD,1.6416309704172703e-16,0.4277947209855235,0.42779472098552335,156.22127411173975,78.11063705586987,364709.4612182174
2019-11-14,TLT,0.9999999999999996,0.5722052790144762,0.4277947209855234,156.22127411173975,78.11063705586987,364709.4612182174
2019-12-13,BTC-USD,0.3803704172611064,0.9999999999999996,0.6196295827388931,210.6009265806936,105.3004632903468,339250.17259301717
2019-12-13,TLT,0.6196295827388931,2.871335193812834e-16,0.6196295827388928,210.60092658069345,105.30046329034673,339250.17259301717
2020-04-09,BTC-USD,0.9999999999999996,0.15575686533214747,0.8442431346678521,228.90550103959413,114.45275051979706,270450.2245507776
2020-04-09,TLT,4.665314379086066e-16,0.8442431346678525,0.8442431346678521,228.90550103959413,114.45275051979706,270450.2245507776
2020-05-08,BTC-USD,0.19776113290399724,0.5440409646075838,0.34627983170358656,97.69836655744527,48.849183278722634,281843.9444062105
2020-05-08,TLT,0.8022388670960023,0.45595903539241517,0.34627983170358717,97.69836655744542,48.84918327872271,281843.9444062105
2020-06-08,BTC-USD,0.5475952755518625,0.0,0.5475952755518625,148.72106351282332,74.36053175641166,270774.6157467383
2020-06-08,GLD,0.0,0.9999999999999991,0.9999999999999991,271.58938389843337,135.79469194921668,270774.6157467383
2020-06-08,TLT,0.45240472444813545,7.771561172376093e-16,0.4524047244481347,122.86832038560954,61.43416019280477,270774.6157467383
2020-09-30,BTC-USD,6.447202342854081e-16,0.05789027521495075,0.057890275214950104,17.289414858176233,8.644707429088117,298606.49525395065
2020-09-30,GLD,0.9999999999999991,0.9421097247850492,0.05789027521494994,17.289414858176183,8.644707429088092,298606.49525395065
2020-10-28,BTC-USD,0.07026981380427882,0.5934592897998145,0.5231894759955358,157.31872864856564,78.65936432428282,300219.7355748954
2020-10-28,GLD,0.9297301861957208,0.40654071020018523,0.5231894759955356,157.31872864856558,78.65936432428279,300219.7355748954
2020-11-25,BTC-USD,0.6798575740668341,0.9999999999999994,0.32014242593316533,117.25278177185218,58.62639088592609,365900.1729008433
2020-11-25,GLD,0.3201424259331653,0.0,0.3201424259331653,117.25278177185217,58.626390885926085,365900.1729008433
2022-01-06,BTC-USD,0.9999999999999993,3.8857805861880464e-16,0.999999999999999,595.8976178945364,297.9488089472682,594109.9250408534
2022-01-06,SPY,1.6386762569596018e-16,0.9999999999999996,0.9999999999999994,595.8976178945367,297.94880894726833,594109.9250408534
2022-03-07,GLD,0.0,0.9999999999999967,0.9999999999999967,530.4974172262027,265.24870861310137,528905.9249745258
2022-03-07,SPY,1.0,3.275157922644205e-15,0.9999999999999968,530.4974172262029,265.2487086131014,528905.9249745258
2022-04-04,GLD,0.9999999999999962,2.4424906541753385e-15,0.9999999999999938,510.93209344435564,255.46604672217782,509399.2971640258
2022-04-04,SPY,3.69779444844175e-15,0.9999999999999976,0.9999999999999939,510.9320934443557,255.46604672217785,509399.2971640258
2022-05-03,GLD,2.591271562148688e-15,0.9999999999999958,0.9999999999999932,463.1155611674239,231.55778058371195,461726.21448392473
2022-05-03,SPY,0.9999999999999969,0.0,0.9999999999999969,463.1155611674256,231.5577805837128,461726.21448392473
2022-06-01,GLD,0.9999999999999964,5.551115123125783e-17,0.9999999999999964,456.47991040566103,228.23995520283052,455110.4706744457
2022-06-01,SPY,0.0,1.0,1.0,456.4799104056627,228.23995520283134,455110.4706744457
2022-06-30,GLD,5.886291498907682e-17,1.0,0.9999999999999999,419.4302757373224,209.7151378686612,418171.9849101105
2022-06-30,SPY,1.0,0.0,1.0,419.43027573732246,209.71513786866123,418171.9849101105
2023-06-14,GLD,0.9999999999999982,9.159339953157541e-16,0.9999999999999973,443.4739127258734,221.7369563629367,442143.49098769703
2023-06-14,SPY,0.0,0.9999999999999984,0.9999999999999984,443.4739127258739,221.73695636293695,442143.49098769703
2023-07-14,BTC-USD,7.855667641282071e-16,0.9999999999999989,0.9999999999999981,455.8820433409188,227.9410216704594,454514.3972108969
2023-07-14,SPY,0.999999999999998,0.0,0.999999999999998,455.88204334091876,227.94102167045938,454514.3972108969
