Date,0
2014-10-15,0.0
2014-10-15,-0.004216636747903977
2014-10-16,-0.01327932675545875
2014-10-17,-0.011508639902642026
2014-10-20,-0.007054758623117232
2014-10-21,-0.001379214470929728
2014-10-22,-0.00646209886121098
2014-10-23,-0.023355086659686056
2014-10-24,-0.021525077708965546
2014-10-27,-0.025394353525921325
2014-10-28,-0.02102603888376412
2014-10-29,-0.038565435340604165
2014-10-30,-0.0333272712364039
2014-10-31,-0.04070293455594787
2014-11-03,-0.0484054066232343
2014-11-04,-0.04662048865426332
2014-11-05,-0.04496683979767782
2014-11-06,-0.03931569616732042
2014-11-07,-0.034163141582904934
2014-11-10,-0.026294424281252577
2014-11-11,-0.022091600541744846
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-19,-0.0016065395908246387
2014-11-20,0.0
2014-11-21,0.0
2014-11-24,0.0
2014-11-25,-0.0007241353994316543
2014-11-26,0.0
2014-11-28,-0.0021215404987188755
2014-12-01,-0.009080922516795448
2014-12-02,-0.002696188569439002
2014-12-03,0.0
2014-12-04,-0.0011068807718762506
2014-12-05,0.0
2014-12-08,-0.006704531074483482
2014-12-09,-0.007378038551318528
2014-12-10,-0.023419806156438423
2014-12-11,-0.018481328851781286
2014-12-12,-0.03447362420942586
2014-12-15,-0.041129231090924895
2014-12-16,-0.04884995119514376
2014-12-17,-0.030383301698811985
2014-12-18,-0.006697505359104788
2014-12-19,-0.0024800920034043746
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-26,0.0
2014-12-29,0.0
2014-12-30,-0.005380055314559456
2014-12-31,-0.015299236166315264
2015-01-02,-0.015826274774079746
2015-01-05,-0.03376272311555013
2015-01-06,-0.04290675754352941
2015-01-07,-0.031054030088125198
2015-01-08,-0.014010696163238951
2015-01-09,-0.021944075385360782
2015-01-12,-0.029635764029902253
2015-01-13,-0.03236909082084086
2015-01-14,-0.038228402871219674
2015-01-15,-0.047079505924411735
2015-01-16,-0.03466373779519331
2015-01-20,-0.03260743614612741
2015-01-21,-0.027736554127449114
2015-01-22,-0.013384213697861125
2015-01-23,-0.018808336535193513
2015-01-26,-0.0165131220329305
2015-01-27,-0.029572140029517528
2015-01-28,-0.04209792123201639
2015-01-29,-0.03328409708556921
2015-01-30,-0.0455173801494117
2015-02-02,-0.03376967328709871
2015-02-03,-0.019896977721675743
2015-02-04,-0.023636272523615432
2015-02-05,-0.013829324720716806
2015-02-06,-0.016559994002344758
2015-02-09,-0.02097132958238749
2015-02-10,-0.010596967931630669
2015-02-11,-0.01002329007635944
2015-02-12,-0.0005482421878483756
2015-02-13,0.0
2015-02-17,0.0
2015-02-18,0.0
2015-02-19,-0.0007145947844038766
2015-02-20,0.0
2015-02-23,-0.00014198855207545432
2015-02-24,0.0
2015-02-25,-0.000850285661871031
2015-02-26,-0.0020308946427734986
2015-02-27,-0.005436131647620857
2015-03-02,0.0
2015-03-03,-0.004112203209417366
2015-03-04,-0.008319349289034775
2015-03-05,-0.007235080038940286
2015-03-06,-0.021296964170296497
2015-03-09,-0.017249085588852166
2015-03-10,-0.03332170694924358
2015-03-11,-0.035588162852629515
2015-03-12,-0.023403760798559135
2015-03-13,-0.02941104828185047
2015-03-16,-0.01652946578339324
2015-03-17,-0.01945691623417095
2015-03-18,-0.007739755294147677
2015-03-19,-0.012276520250601579
2015-03-20,-0.003595902926731687
2015-03-23,-0.005539405880753257
2015-03-24,-0.011143141876844632
2015-03-25,-0.025741041586362326
2015-03-26,-0.028063871949778642
2015-03-27,-0.02584092660019288
2015-03-30,-0.014027935098905384
2015-03-31,-0.022682984055116363
2015-04-01,-0.026145136004514607
2015-04-02,-0.02264809598875683
2015-04-06,-0.016089261015409455
2015-04-07,-0.018696687782930217
2015-04-08,-0.015388422870267354
2015-04-09,-0.011042394715250375
2015-04-10,-0.005660370577759656
2015-04-13,-0.010167968006478062
2015-04-14,-0.008275943010664404
2015-04-15,-0.0038360456149070014
2015-04-16,-0.004119903140489392
2015-04-17,-0.015642779848455267
2015-04-20,-0.006689548840938343
2015-04-21,-0.007873315428465552
2015-04-22,-0.0030100396457694504
2015-04-23,-0.0005044725390363793
2015-04-24,0.0
2015-04-27,-0.004166593173436167
2015-04-28,-0.001006230042926147
2015-04-29,-0.005124834203592067
2015-04-30,-0.015144334084011295
2015-05-01,-0.004524671157787526
2015-05-04,-0.0016940671075282095
2015-05-05,-0.013192436762460936
2015-05-06,-0.017263649031374728
2015-05-07,-0.013350221363942988
2015-05-08,-0.00044483017309945237
2015-05-11,-0.005226748509801693
2015-05-12,-0.008207211614945571
2015-05-13,-0.00801795661826274
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-19,-0.00032864092209100424
2015-05-20,-0.001032538842830984
2015-05-21,0.0
2015-05-22,-0.002391435154619073
2015-05-26,-0.013175659128494976
2015-05-27,-0.0038527705431145136
2015-05-28,-0.004977307435741363
2015-05-29,-0.011178434147606452
2015-06-01,-0.009166860158898687
2015-06-02,-0.010150794685566565
2015-06-03,-0.007531513687378082
2015-06-04,-0.015949908698578524
2015-06-05,-0.01763748773403963
2015-06-08,-0.023697510093786137
2015-06-09,-0.02383785752742653
2015-06-10,-0.012200142648916048
2015-06-11,-0.009021120193742438
2015-06-12,-0.016636146069918322
2015-06-15,-0.020859491071817397
2015-06-16,-0.015536228377562085
2015-06-17,-0.013944981871990414
2015-06-18,-0.003743544322799461
2015-06-19,-0.008176322492478948
2015-06-22,-0.0031076430108137
