,portfolio_value
671,758269.3305350831
672,733002.375402457
673,763928.6834275427
674,767901.9974046405
675,768651.3764266894
676,763323.4315052519
677,686284.911434902
678,704704.0250985246
679,686945.6467222265
680,694062.5590095853
681,664859.516671682
682,699406.4842427927
683,742573.3836213202
684,733015.1828541855
685,745211.3294332393
686,749058.1120382294
687,756679.8346629405
688,708988.448317663
689,716205.0374592602
690,697379.0385480653
691,698412.7561798935
692,752645.8566636854
693,814688.6106428987
694,820204.9537434481
695,830827.4596670654
696,818188.4968019692
697,856970.7003697319
698,932773.7365352764
699,905485.7296436225
700,879687.1566324304
701,902987.6604530233
702,904696.929186673
703,859337.2871302901
704,841985.2524210446
705,835582.7611045773
706,820792.9905404323
707,765704.6811854134
708,743502.3441717231
709,692546.5419835468
710,720784.8315249467
711,677419.3339585447
712,689669.5860288307
713,678868.4593759086
714,690679.8156316321
715,693543.4332806006
716,719955.8407997908
717,689553.6781559668
718,708977.5511608057
719,696627.7797938405
720,713696.3321742539
721,727600.1730450506
722,741024.287824032
723,755680.0623745066
724,753710.1198472307
725,747834.9124187747
726,751945.4602110005
727,773411.5469914643
728,732399.8707882474
729,712845.5257079765
730,707945.3369440818
731,698535.5430844801
732,698738.1522076811
733,700982.8063398126
734,714116.6892249383
735,713833.4377250012
736,695766.4025880372
737,703510.5692429363
738,705718.2909488654
739,716296.38287747
740,731135.0513391021
741,715323.1494252627
742,698984.2754399566
743,704226.603422083
744,723662.3366095766
745,720118.12667489
746,714185.7655070011
747,710543.5804761702
748,704720.3960097019
749,712705.6076942005
750,717650.6078315291
751,720867.271907788
752,719827.3210635755
753,713611.8208040231
754,677006.8297529598
755,678988.5369407015
756,712964.2488658517
757,712917.753286095
758,707310.1364681328
759,699952.9272269378
760,698730.664830008
761,694785.6431828242
762,691438.9731823778
763,672175.5936296087
764,682928.0498587354
765,671836.338928872
766,667144.2657203657
767,676130.2160051862
768,682544.0288203888
769,689704.4715742301
770,686057.7005342958
771,689795.3859510407
772,694153.2227612996
773,708229.646928537
774,706337.8615008632
775,699356.1929578402
776,687162.1314235951
777,685876.4466790052
778,675524.1685970552
779,681015.9428613429
780,681877.782903205
781,670130.3995872847
782,657612.6524614829
783,659849.8240691213
784,655428.092119592
785,665924.8667429343
786,668161.570285558
787,683371.8636359967
788,681876.9908175862
789,686020.5006296702
790,695044.8441159144
791,672150.7846298482
792,671130.0936743849
793,655351.945572712
794,656593.9958193963
795,656743.1152054037
796,660041.6248489965
797,659817.9064299086
798,647520.647261126
799,634691.1270191341
800,633994.7915180048
801,628859.1944581523
802,638478.1221414136
803,635687.6782858793
804,642610.6844601608
805,640680.3147208614
806,645534.1574973508
807,648152.2992458928
808,649168.7702602189
809,649596.9563577966
810,655459.7763852467
811,650138.0284397417
812,652382.6404357526
813,650613.5653023749
814,654775.9629833876
815,650910.1091589156
816,652033.3724590772
817,653583.9517360507
818,652458.7964383267
819,654543.2425179469
820,653686.1810711591
821,648950.2331691836
822,653331.8243763648
823,653060.4401978544
824,657334.5367360867
825,654178.7627206085
826,653527.1536088447
827,656829.838042369
828,656340.9503518997
829,661961.3081277397
830,657951.3384208708
831,655007.4662626965
832,657992.1916166198
833,658318.7188727541
834,662655.6632723795
835,665477.883862479
836,662862.3023853914
837,661173.8036320471
838,658667.1719709056
839,662409.4472511718
840,663442.0715960409
841,665125.9873191611
842,663219.4015556719
843,657264.4922038286
844,661168.8400914232
845,659207.6368069267
846,662462.936366475
847,654915.0422157799
848,652681.4661523448
849,646620.7417711027
850,651669.043653573
851,653029.8643455736
852,655423.1423592338
853,659659.5170417912
854,662432.8319713112
855,660468.286489286
856,665083.865374182
857,663829.3787991035
858,659016.9095177178
859,663361.5260074887
860,662980.2977325603
861,661749.4793271048
862,661741.0194331077
863,667836.4444148444
864,660063.4180937437
865,659914.5893407752
866,663612.7576585575
867,662271.585494617
868,664732.6117809219
869,667835.2782837201
870,671810.2772246693
871,672343.5367805553
872,671854.8032899832
873,673662.1287684118
874,676381.7316539674
875,676244.3433459181
876,674023.5240964171
877,676169.6037596946
878,675132.9639450652
879,677587.5561731557
880,677625.4640169317
881,677766.0132533306
882,676105.7357700423
883,677435.8187473825
884,678019.5500105508
885,684088.6375393182
886,682568.5927494406
887,682148.1583635894
888,685317.4614982023
889,686391.1317196332
890,686741.2398038227
891,681560.0505907563
892,680086.8230341761
893,686710.9131570572
894,683879.3349021387
895,672362.2295223668
896,671427.8046027408
897,669393.0106431524
898,672746.9084244656
899,655624.5505935096
900,661527.2149297801
901,664246.9169668991
902,662031.2574192106
903,663504.3026295287
904,662133.8658583575
905,661079.6443128231
906,664860.2304629667
907,672296.8304603726
908,672875.8403950003
909,677702.8066636656
910,679753.5156394151
911,685573.5298854114
912,694103.0574761461
913,698730.479511
914,690718.1836079472
915,686803.2069166943
916,689015.0717407095
917,694951.1393507558
918,688378.7141714894
919,688800.5189547957
920,689327.9138225097
921,692533.7273422669
922,703151.6298384338
923,716093.9277284486
924,714234.973953781
925,718672.4233515585
926,724864.5430200616
927,729999.187295599
928,748783.2782653521
929,763111.1223390979
930,777941.1575991488
931,753061.1847097279
932,771890.9732922829
933,740385.5248215755
934,748393.2318468431
935,771143.7641758384
936,747140.6852767592
937,768550.1992477267
938,772702.2035077108
939,763078.9114316435
940,742621.491770021
941,770770.0411747225
942,708228.8555562334
943,609518.2508716417
944,623263.6669149244
945,682859.8601879918
946,674113.4759092998
947,661994.5162367952
948,633060.0820347287
949,627353.8525524826
950,633709.9641099477
951,631048.6615100777
952,608188.5849380122
953,613802.7907079228
954,643618.4565453252
955,663353.4333839559
956,670869.7061579713
957,748337.5918914991
958,727285.6333579592
959,756094.9465398563
960,757640.6655032507
961,751061.0378064449
962,720018.4352930855
963,688548.4862987157
964,633025.3327920581
965,649181.4344330434
966,653122.6876301196
967,686366.0986846557
968,676689.2957895343
969,636196.0270699464
970,635756.9702342257
971,652900.6902785102
972,650566.4136840312
973,638836.0615921263
974,611210.0226456675
975,595712.2542982404
976,601197.5291141742
977,662218.7435360359
978,660405.6257132626
979,659222.7015168493
980,645222.412468779
981,641282.6407450205
982,628119.9116236032
983,630792.6674923935
984,640610.9522316065
985,634978.9520598175
986,632977.3418025556
987,632127.2952340199
988,630741.365872706
989,634392.1196802183
990,632377.7373218049
991,610474.7618858389
992,556005.3896900663
993,547439.7894891507
994,529807.4533393838
995,536664.2177789429
996,539053.0492490412
997,541876.9662772609
998,544645.5086089828
999,539203.2419604531
1000,537456.5609545957
1001,532172.1472910111
1002,533603.4981901404
1003,530580.8898947324
1004,522618.87584995513
1005,516110.05786222423
1006,519844.6786266389
1007,513522.74485280976
1008,514147.05172120396
1009,512896.1591640564
1010,512896.1591640564
1011,509023.1357578813
1012,511991.0898853464
1013,512504.8303205686
1014,511475.0066142083
1015,508970.665849972
1016,504319.3933457533
1017,504650.1471573
1018,511981.55825702386
1019,518842.32425223506
1020,517242.7388535523
1021,517590.31953829795
1022,512742.4236493117
1023,514778.4253670664
1024,507521.8931096945
1025,493295.758721352
1026,492117.4434688312
1027,494872.2557184857
1028,496240.5951496219
1029,495880.3399790185
1030,489299.75799973286
1031,484344.7698260789
1032,483262.03317093884
1033,480319.2246899622
1034,466884.53376545385
1035,456215.23693276005
1036,452057.6607327028
1037,455660.98238548933
1038,464816.7469005182
1039,471399.4967926822
1040,454361.868736525
1041,453799.3553819507
1042,449557.17886086804
1043,461562.4989154233
1044,467637.97191753105
1045,458496.5169665841
1046,450826.32912273664
1047,447051.11673830857
1048,448640.5943137558
1049,450282.11587210296
1050,428895.86699908663
1051,410441.27565372793
1052,447997.48950790206
1053,443420.9264488407
1054,444403.11519788794
1055,452746.68792124384
1056,450704.985721823
1057,445531.92363435234
1058,448667.21226802975
1059,448846.07131098345
1060,442686.6936517729
1061,429689.717154247
1062,451248.0004849476
1063,476592.62465369405
1064,500196.7748286987
1065,495033.9071818196
1066,482576.4526110006
1067,499870.5531746852
1068,498500.04044747306
1069,538677.4021370139
1070,537409.4908405321
1071,532306.9240524295
1072,544685.9018719492
1073,533397.6797576637
1074,529417.4922505697
1075,512415.0548078508
1076,514781.86561844975
1077,542337.087135579
1078,568987.8877466873
1079,566431.0503901882
1080,578007.2226785595
1081,568293.7831664007
1082,564818.4347260717
1083,557935.8658695725
1084,583616.7320614549
1085,590639.4415104293
1086,594640.9265031412
1087,598312.2834659416
1088,619284.5929197711
1089,626391.1343966607
1090,619579.9058800634
1091,625480.174717024
1092,615075.4978769103
1093,583429.8733257249
1094,581919.2183848443
1095,586622.0171752878
1096,584421.5482123196
1097,565435.3065529559
1098,532974.9729323116
1099,530793.524282215
1100,523980.14301450533
1101,535762.1837829234
1102,530793.1155333043
1103,528824.0091326644
1104,548012.3047558896
1105,550648.7943478288
1106,473063.67182192364
1107,472232.1748639847
1108,472333.6993453982
1109,252825.9764297279
1110,281315.98058699945
1111,252077.43364774642
1112,262474.49990814057
1113,263117.09113004705
1114,307085.09484185727
1115,307461.105188904
1116,318065.9702188187
1117,333474.5834532617
1118,330802.9318395525
1119,332549.97204157355
1120,320108.1546662368
1121,317412.7810673927
1122,316188.6487542183
1123,322280.0000130006
1124,327453.1371707856
1125,326564.96153976524
1126,337426.9078606769
1127,333467.5942732419
1128,335399.97256340465
1129,335072.5258669369
1130,323616.61041384377
1131,323517.4751848062
1132,323824.7271552645
1133,335914.7833447364
1134,332986.67338522174
1135,329847.22914552956
1136,332077.5151935861
1137,335275.7332953045
1138,342748.9823057574
1139,345691.17578749324
1140,347098.4739097487
1141,350121.5376258512
1142,358342.4707730111
1143,353757.4609573745
1144,357991.8174953342
1145,357133.46117895475
1146,356192.97820363106
1147,354104.0405510282
1148,364398.150258373
1149,359804.1189194366
1150,346509.63467679685
1151,351087.5373036404
1152,357123.20545231487
1153,363802.3236557832
1154,359528.91759173217
1155,356827.448070324
1156,357874.8921051406
1157,356942.1689518453
1158,353744.1814669378
1159,356275.0530506324
1160,349415.4931347555
1161,349344.6344564035
1162,350513.10312885954
1163,353082.87986249925
1164,354704.66152971255
1165,352399.8286546162
1166,345837.25883080903
1167,349458.6086300132
1168,342300.4068525641
1169,345984.9292668107
1170,349304.87794625195
1171,354273.09112517856
1172,351708.0716374254
1173,352205.84935926594
1174,351577.2150479879
1175,351403.9029439035
1176,352074.6605307195
1177,351380.93434106256
1178,355236.4884258548
1179,357524.7183603687
1180,360522.3482030543
1181,360629.7470502224
1182,360803.59063680196
1183,363106.57471919217
1184,362885.0374558843
1185,363441.465762781
1186,362097.6952139464
1187,362753.01998330076
1188,363780.1436798968
1189,366937.6702209506
1190,368044.1835835472
1191,369169.66715164616
1192,367930.1316200194
1193,368622.77804651635
1194,369968.4535819335
1195,369653.5564300594
1196,367782.64713613706
1197,369619.63522918185
1198,371125.89728433336
1199,374255.49228155654
1200,378490.86153558176
1201,381617.1054168238
1202,384807.95625857904
1203,392146.856727524
1204,395392.5931269618
1205,398274.5919825785
1206,395433.5232871636
1207,398930.37752331415
1208,399330.0802495085
1209,407640.6327646739
1210,411252.8976534718
1211,416610.1063970774
1212,410020.6998921593
1213,408591.2156572134
1214,386412.6910244464
1215,384568.3877327127
1216,393269.8250709292
1217,391574.82297917124
1218,399822.6993592636
1219,403392.6976710224
1220,390673.0390550955
1221,393348.28411098523
1222,390184.5187458759
1223,387970.4281321499
1224,388441.71065654804
1225,393001.88711486344
1226,388431.55547735124
1227,395124.5909820805
1228,396066.3377261274
1229,396537.4910023484
1230,391295.8162122096
1231,388111.74242482043
1232,389181.56983944745
1233,388430.9238757757
1234,392183.7236997924
1235,390917.61795414885
1236,390896.1716046593
1237,393969.24222860095
1238,393025.4434969044
1239,394137.93082627957
1240,391968.1538016847
1241,392481.96493139636
1242,384517.80353676406
1243,382649.7791992539
1244,374291.4317434007
1245,375680.76526529645
1246,374608.55505055445
1247,378358.49536333256
1248,381535.5899560223
1249,379237.61290702247
1250,382605.608379153
1251,382262.8790977104
1252,384121.09018247103
1253,379576.75348007755
1254,379405.44108329486
1255,380751.80955346604
1256,387604.73290989804
1257,386490.05391205347
1258,380362.70473474433
1259,381538.02320776833
1260,382926.6267992014
1261,379319.2342088919
1262,385428.0865952581
1263,388943.55455664813
1264,402992.87259537785
1265,402678.50362127274
1266,401972.324966653
1267,403787.57404730265
1268,411987.81940457295
1269,403104.4993288842
1270,404342.0421503117
1271,406797.07138791756
1272,409071.0009744726
1273,415548.0092609304
1274,417774.3877130656
1275,440822.9504883266
1276,441005.3315653154
1277,426814.4635041606
1278,427111.40073959937
1279,430978.4312883388
1280,439184.89145010384
1281,439804.2440502954
1282,450410.5374102487
1283,474778.862630432
1284,479027.18383454817
1285,479379.0867924242
1286,500543.0803376994
1287,493581.5058911301
1288,513166.9522090193
1289,502986.0624804646
1290,457380.2921124818
1291,520168.1552366552
1292,497889.0771453826
1293,508320.25866165175
1294,514747.1123445872
1295,494620.7743422776
1296,507462.7623401215
1297,483907.1226301363
1298,490016.46990784706
1299,482325.8377103742
1300,476852.71446617064
1301,507227.2116690527
1302,511699.00715107715
1303,559313.4172449361
1304,597225.0381814048
1305,605877.4438557464
1306,597044.419775946
1307,622165.9998712963
1308,607831.6457233836
1309,620631.3089938449
1310,702543.6309405796
1311,709708.2948782208
1312,747056.8229845685
1313,751209.5641174042
1314,824454.5016306889
1315,874977.0831476218
1316,944994.3490012179
1317,1008186.9945380148
1318,1044071.2832124986
1319,900809.136907895
1320,858186.021326362
1321,940005.2369393759
1322,985991.8091510173
1323,924696.1503607266
1324,905526.4100614153
1325,892324.544052231
1326,765143.1947051212
1327,817428.0394664335
1328,801437.90010505
1329,806460.0173070335
1330,751722.071682653
1331,823150.898041275
1332,843803.8123915755
1333,824422.9563071214
1334,871553.5174840781
1335,918420.3472618387
1336,904939.1519061693
1337,934312.4390909493
1338,1113258.2313204557
1339,1120096.5529131782
1340,1081785.6626530637
1341,1151525.8054104564
1342,1141762.6345665958
1343,1181791.872844591
1344,1250588.8847630697
1345,1239285.7790525157
1346,1336303.434110705
1347,1295497.933438615
1348,1160007.9653193858
1349,1180750.6428074301
1350,1117025.8148784079
1351,1098994.6998873495
1352,1174407.8714600175
1353,1144395.966140594
1354,1194365.7043761222
1355,1146703.2006268415
1356,1155316.5701845281
1357,1231148.9305600037
1358,1290437.1729369233
