,portfolio_value
620,134980.95425915552
621,137623.84044872088
622,137203.23949237453
623,136939.30450885592
624,138631.63114772044
625,138357.40189060062
626,138853.53602507032
627,140179.02963687555
628,140307.63969532546
629,139371.8361716884
630,140220.75689625743
631,141285.6156195924
632,140678.63042279216
633,141464.67124111834
634,141235.46389296438
635,142065.66791856973
636,141972.1557184638
637,142790.55085356516
638,143812.1848566522
639,143881.81781823855
640,146535.4134720223
641,147510.37530263915
642,147923.27082755516
643,148624.34806988828
644,149323.87922488258
645,153141.6530739876
646,153702.30708272132
647,154529.06910098434
648,156140.96785009906
649,153161.0458830925
650,153718.55520650867
651,153874.69031757407
652,156988.96591208014
653,158121.80778658314
654,161084.40064779003
655,165835.5091105997
656,169037.13344837996
657,172511.2316388114
658,169053.68959467232
659,166786.9874409119
660,166133.20754429008
661,168431.01676740855
662,171055.27329655594
663,173501.77103698198
664,176880.19785218997
665,180686.35107202583
666,177796.12319695338
667,178800.01210325048
668,178630.1242650238
669,175346.85196513587
670,176670.96125414802
671,172889.60374865826
672,171775.83070568345
673,172879.78835238537
674,174168.45612411454
675,176596.1585706087
676,176172.82148720836
677,176690.78591915098
678,177632.66432394183
679,172188.9276116497
680,172903.24074908174
681,173545.68589017118
682,171981.7740034602
683,170852.3720880492
684,171465.93723129784
685,172369.47358723418
686,171709.8480019849
687,169752.2993157465
688,167384.81070661606
689,166887.64803464
690,168667.18766483158
691,167700.52846435693
692,166141.34696103144
693,166357.45147894887
694,168538.20534272096
695,168009.56787736138
696,176417.13455392577
697,174389.19751008466
698,175639.92107648717
699,172011.13374535507
700,171649.78514088065
701,173710.5916700849
702,176500.5375693083
703,177658.94829706647
704,175286.91428473016
705,175114.10153190818
706,177106.10285188555
707,177987.06482374322
708,185601.53150726025
709,186144.17709443814
710,185586.34738676416
711,186311.56839497975
712,190924.82434753515
713,201099.51435565733
714,198180.80678510165
715,201855.31588117298
716,200988.5015214436
717,197982.6774670838
718,195633.91513706607
719,197301.394446792
720,198439.9355612121
721,200091.63555251708
722,201018.14417705053
723,201903.08302112386
724,204302.88303332473
725,204333.8958748739
726,206990.14273412403
727,208979.51750547366
728,203470.5954543976
729,205614.15398695043
730,206680.2768155442
731,201874.37950062228
732,200274.77054003553
733,199972.06483869522
734,196402.047827411
735,187344.22151443263
736,192321.42239898845
737,196258.4387209022
738,194682.5984084437
739,194115.24527731733
740,190354.60838541336
741,190698.8371335751
742,195118.45537182118
743,194075.33988459414
744,196957.42154819402
745,196624.59928337386
746,196500.83773283925
747,199424.10107984967
748,198388.31432634976
749,197422.97460426996
750,198550.37668600032
751,199131.26054155108
752,204570.86609007284
753,205027.17327400358
754,205918.86237011515
755,213645.0528620232
756,216933.64748494021
757,217634.39299465495
758,215842.41990040842
759,215205.18502188427
760,217078.79622979148
761,219199.60581260163
762,218391.01651241162
763,213974.82318912688
764,215537.82936989513
765,216413.80809364506
766,216272.52623185096
767,219888.33384690658
768,222890.45674847928
769,226150.89907039137
770,229310.5626399017
771,230591.71795703477
772,229571.90967360532
773,230701.52194198218
774,233759.70435464507
775,230590.90706917155
776,224177.0875007676
777,223869.26982630484
778,224924.94134616427
779,231224.34908065217
780,236192.5633892459
781,235899.43075883572
782,238791.7029993169
783,238485.22307818112
784,240516.51250583233
785,240338.54308574396
786,251191.94329821365
787,253615.35674540515
788,251345.4037844969
789,253713.51419550512
790,259897.21619289336
791,264517.7203935486
792,266062.09635587956
793,282059.3486352358
794,304278.7945106449
795,294823.8176350318
796,297218.0730274697
797,300698.5018315593
798,294316.8257861833
799,295296.02991838084
800,303923.4444968585
801,309769.98458955827
802,302618.8721012118
803,296874.2672963114
804,293979.49668925646
805,285512.65581549855
806,295007.25048588734
807,295199.87995387014
808,290343.96441634535
809,290888.19865759154
810,292901.7930193489
811,294430.6994460054
812,296780.58820026746
813,304175.66520145285
814,294279.151290118
815,290692.17629365914
816,292195.395633971
817,286577.6215405358
818,290454.6480462822
819,279531.4570533278
820,278309.93246712885
821,279096.08865167183
822,280175.2813292193
823,276604.96014678746
824,277003.37178479915
825,280430.45001476153
826,279922.2670326376
827,279984.4862983642
828,279401.7126062973
829,270172.66044309724
830,271777.09839616553
831,264107.63375484245
832,258887.9542186524
833,243880.68973465796
834,248469.30564920593
835,246354.12979905185
836,247477.14926076547
837,250579.17809959585
838,253241.36553863366
839,252135.4121453965
840,258435.13365122364
841,263946.7243811525
842,264561.08235805354
843,270511.20426597627
844,264119.6897081
845,259944.5540284453
846,263418.3313434956
847,264795.47215557814
848,265567.7074484839
849,263008.4191294514
850,265974.49204623565
851,267007.0575867484
852,270659.3427565967
853,266057.34384954715
854,259897.4578171633
855,256523.1375907811
856,256902.65313894206
857,256305.41640847785
858,256254.65785478277
859,249970.62492991486
860,249699.21505934055
861,249659.16161507406
862,250905.5150137352
863,252571.48964165096
864,253714.0716147377
865,250987.73121141415
866,251581.5214407221
867,248030.05038609737
868,244376.07452297295
869,244381.84785117616
870,239259.1037450296
871,238194.88704519786
872,240665.0412099789
873,236580.82894144033
874,235942.54427145768
875,234240.30648620022
876,235832.5414516757
877,237275.10128987324
878,238651.28507702504
879,244319.37719104177
880,244749.60675179813
881,246596.87816974166
882,246252.6609717817
883,247845.36844042668
884,247885.4711215315
885,250586.2520490354
886,250759.2848175141
887,255625.34440060853
888,248114.17834276077
889,252192.01052197398
890,250671.0143965837
891,251777.18288477496
892,250308.22503996163
893,250690.06881204384
894,254908.022827254
895,255573.2143557637
896,253151.7431991855
897,252042.78852642424
898,252835.30856868302
899,252120.65961272232
900,247621.10432294031
901,249049.48811407303
902,245381.94784728735
903,244265.87669578168
904,241896.37854803103
905,243419.65144929773
906,245164.22460297443
907,242038.66036217392
908,239063.14691127813
909,240154.67140621235
910,239413.76983020167
911,239979.85621255578
912,239966.73849405893
913,239984.7876602051
914,240292.9517355903
915,239876.35453260376
916,241167.70052293318
917,241362.56061085718
918,242097.98089466296
919,241780.11559188383
920,236358.0424828487
921,233390.55650113217
922,231326.80916435886
923,234764.36610459836
924,231860.07737467115
925,233895.5148717629
926,234164.3822961197
927,233534.03699052258
928,232974.64633663843
929,227431.0957276472
930,227929.10928243902
931,226504.83193363022
932,226792.75238154616
933,224769.42299113717
934,227443.56712164808
935,230187.3596665096
936,230154.18854678763
937,231903.52672311408
938,232789.36148568598
939,233633.01655415824
940,230154.5362231192
941,229901.93812161696
942,229121.44656419204
943,229144.65482252772
944,233224.08660495657
945,237765.33102458046
946,238117.45238428286
947,238880.14762157766
948,237437.99007525583
949,239713.65489521378
950,246367.77791964976
951,244865.26638946612
952,242082.82266033124
953,243699.58952707864
954,243253.46077394206
955,240326.30634240876
956,237946.6311555729
957,237521.39836377787
958,237041.5559026949
959,232532.10953931347
960,230755.65536970337
961,226989.27254244697
962,229499.83862631186
963,226144.26192846044
964,225881.0351848756
965,225329.33966748533
966,225200.96420688662
967,225831.6223310397
968,228671.4191353117
969,227109.1833259674
970,228717.63021362398
971,228083.5876614588
972,228882.3642598385
973,231869.58482093623
974,233579.04596427167
975,234556.93636302915
976,234792.69111439234
977,233811.40150439407
978,234111.9092116211
979,236058.74091380154
980,230935.43450656987
981,228797.1910847351
982,227503.18581610214
983,226594.88462061223
984,226307.2656866645
985,227197.22899967158
986,228802.41869928126
987,228119.59143347066
988,226110.3329730351
989,226494.0630597174
990,226671.6293558802
991,228616.8680793488
992,229936.300693315
993,228391.3928802122
994,227094.50150981217
995,227416.8003513
996,228624.28061660632
997,228564.27226874983
998,227789.61607812406
999,228471.42779628513
1000,226829.39550464097
1001,226649.78879452244
1002,226405.66316688398
1003,225843.0583784265
1004,226267.74189096855
1005,223956.73777039495
1006,221915.85098458888
1007,222331.05176814957
1008,225121.90679316327
1009,226299.01241502128
1010,225515.7671202201
1011,224176.87220599654
1012,223970.7873691662
1013,223694.12698062137
1014,223838.52991441402
1015,222936.5982760574
1016,223314.19649200045
1017,222895.30325128933
1018,221000.88737537063
1019,221230.49046951212
1020,221024.42470391147
1021,222883.72696037494
1022,221962.85797819827
1023,222620.22796174826
1024,223140.06989432508
1025,224999.50429939834
1026,224098.11226229562
1027,222718.26630723698
1028,221488.18898649287
1029,221265.97084723157
1030,215653.365837094
1031,215472.24435024313
1032,215709.93759056798
1033,208394.55157156748
1034,203612.31554798796
1035,205133.7791011112
1036,202539.59885043104
1037,198006.298089146
1038,198270.71121778776
1039,202945.92192872174
1040,203394.62813154823
1041,200568.69250194292
1042,200500.4380574901
1043,200695.5151518425
1044,195320.74981480365
1045,193449.99503117203
1046,194540.02391674978
1047,193552.7227281195
1048,194399.06960910367
1049,192055.57060117996
1050,190268.8796302255
1051,193374.0096214287
1052,195479.53832420407
1053,195725.4030660941
1054,199870.11495247597
1055,195836.61708449846
1056,197533.7229477504
1057,196308.7977840808
1058,194659.62636371359
1059,198261.4869277889
1060,196812.3595757057
1061,199706.80855075544
1062,198101.62536453194
1063,198973.94805400097
1064,201540.04669263028
1065,201817.53718287693
1066,202349.75663611726
1067,197026.8912381172
1068,197431.6152106429
1069,197298.2009599881
1070,196617.43801665085
1071,197264.14434682394
1072,197905.65120032028
1073,197618.2951279166
1074,196706.44065581425
1075,196470.7207820465
1076,196944.79033799935
1077,197844.57532231064
1078,195853.32544363788
1079,196017.7915726286
1080,197575.45148845733
1081,198041.41125881326
1082,198089.8326066654
1083,197593.8398770793
1084,198256.96389039006
1085,197130.46504765886
1086,196890.40191673138
1087,200994.26413124238
1088,200323.04661895827
1089,201009.0071849414
1090,200485.8877535346
1091,200712.32743921696
1092,201686.55229170917
1093,207061.5496727123
1094,207671.35942820337
1095,205823.73441791677
1096,207330.68916467472
1097,205446.0964878884
1098,205337.19381025742
1099,204346.7607893393
1100,203857.19203349733
1101,202882.43796846108
1102,201645.35641017192
1103,203498.3693064088
1104,203429.88759556576
1105,203393.0549695753
1106,203915.58370241127
1107,204291.6498088828
1108,205198.70386932112
1109,205757.79079993942
1110,204990.72054403194
1111,206293.288246966
1112,207416.38805665655
1113,207962.12665176857
1114,208885.5298104722
1115,208601.7824734362
1116,208440.17032771758
1117,208065.30026957468
1118,208441.83991497065
1119,209719.82899225428
1120,209139.25096250436
1121,209834.23513105733
1122,210263.85935671194
1123,219127.32905099948
1124,219856.4565817873
1125,219634.3559268219
1126,221332.39955641775
1127,224552.10242063543
1128,223626.7249161585
1129,225594.57060344727
1130,221215.494516722
1131,221476.6496859971
1132,221186.1350186854
1133,222529.60460267015
1134,222526.06341882818
1135,223519.9039435602
1136,224586.96357278392
1137,227224.60590607606
1138,226293.39627298425
1139,222936.30543508264
1140,224567.686078062
1141,223683.72383086022
1142,225256.69306187626
1143,225241.67097175992
1144,225719.450010021
1145,229478.94261430603
1146,229246.69871112137
1147,229789.70749244455
1148,230931.27650268687
1149,233136.1677374351
1150,235572.15221435478
1151,248915.6314691804
1152,250981.2357699635
1153,253779.25174315402
1154,250283.07174651083
1155,243827.34416362084
1156,249651.39890707642
1157,249763.07108390046
1158,246884.27560197198
1159,249340.01086324136
1160,250654.522612872
1161,255733.79356790756
1162,255053.17378277335
1163,253474.42533496232
1164,256232.94065096116
1165,254505.73987129267
1166,251053.6335979511
1167,252289.4747298534
1168,253095.81082557657
1169,256344.93099412016
1170,255030.48680225018
1171,254409.41042867355
1172,256353.91137796163
1173,257891.80240354277
1174,261463.31559390997
1175,266255.65304483875
1176,265704.2037509398
1177,267809.01862732647
1178,272176.78509278566
1179,276436.9543139364
1180,284262.59900914255
1181,288754.5538358902
1182,295077.27582085424
1183,283088.5499445478
1184,290945.78370424546
1185,277615.406599764
1186,281154.7287869597
1187,289187.1035994014
1188,281013.28819315485
1189,287859.3150658657
1190,289905.45856878604
1191,288354.2837972295
1192,281926.75527173624
1193,285502.4863126951
1194,280088.82906068163
1195,269824.9027261866
1196,272513.25354195846
1197,279346.7856905681
1198,276887.2776933792
1199,276055.7030210688
1200,273075.4725477779
1201,273404.11411264195
1202,272945.7441717481
1203,273387.88844589563
1204,271271.3015320772
1205,272103.81560042175
1206,274205.7786953238
1207,278715.8900516542
1208,279401.9476930562
1209,287905.2459536241
1210,287679.1761590087
1211,291919.16233742295
1212,293875.44069509674
1213,292323.52910246537
1214,290365.65907206153
1215,287291.91533776256
1216,281456.01006193616
1217,284690.4057754102
1218,284974.6805601206
1219,287391.85588400945
1220,287168.49584135297
1221,282734.8442787685
1222,282008.8711496323
1223,284484.32087701454
1224,284730.20615355624
1225,284995.23608950066
1226,282448.7795423379
1227,280908.05810250936
1228,281290.65134653955
1229,288436.3175956797
1230,289621.9436765959
1231,287296.30262135714
1232,285756.7618625029
1233,284113.9585944028
1234,280769.6299126196
1235,282007.1571212558
1236,283468.93169336586
1237,281011.1217871279
1238,281666.26436021796
1239,282129.1375609917
1240,281728.9976863068
1241,282680.7105832547
1242,283517.3686466887
1243,280689.99195330875
1244,273254.0637937634
1245,270321.90781433147
1246,268038.9614104181
1247,268373.0020817755
1248,268052.52369644796
1249,268150.91609746177
1250,268249.4901225706
1251,268863.23387579736
1252,269948.1958430124
1253,268698.08403902623
1254,268315.1122724241
1255,271058.5051382296
1256,269739.1189145065
1257,267327.94903896516
1258,268403.230299486
1259,266560.01996591093
1260,265844.7257479941
1261,266414.1424112637
1262,264962.63267672836
1263,266788.94754891156
1264,265767.98950753285
1265,261364.39734614445
1266,261637.37577588268
1267,270668.1593280502
1268,274557.5674443602
1269,275777.64129190455
1270,275469.16016063513
1271,276789.3531926767
1272,277765.34121489036
1273,278180.1411395274
1274,275689.229933581
1275,276530.65801324736
1276,273769.16116783314
1277,269391.86506511975
1278,268763.61312130705
1279,269845.24311709026
1280,270484.1952884785
1281,270777.59173442965
1282,269339.96182611585
1283,268297.2674229884
1284,268082.95135793387
1285,267185.20108868205
1286,263243.031200514
1287,260641.8116736385
1288,259882.42222443272
1289,261314.98398929648
1290,263404.41292239306
1291,265142.852872804
1292,260134.26425229956
1293,261729.01612686348
1294,260827.71632914958
1295,262127.9286859004
1296,262433.32863731624
1297,261220.9635764958
1298,260396.67599590612
1299,261128.98125679948
1300,260524.06990822358
1301,261821.5521247333
1302,258563.565998039
1303,255794.82341602995
1304,260717.87005550478
1305,260594.47976653173
1306,261176.50526264822
1307,262595.74899604084
1308,263104.33084950346
1309,263381.8765044523
1310,263868.0860004143
1311,263429.0112528877
1312,262183.58731519437
1313,262129.1608560142
1314,266635.0974524791
1315,270907.58473863
1316,274094.86260599917
1317,272742.23525272805
1318,271222.06793799996
1319,274527.1273103196
1320,274074.6958541917
1321,279775.05302610656
1322,280608.5951286827
1323,280148.3569215433
1324,281598.14189146156
1325,280701.8389176488
1326,280429.4061064883
1327,278811.4633222591
1328,279484.1540952768
1329,283723.0390704942
1330,286899.8028278994
1331,287558.1928930347
1332,289384.971792821
1333,287850.6438363347
1334,287354.3622255426
1335,285538.74024614843
1336,289157.3034498202
1337,291043.4094428665
1338,292282.84562399
1339,293680.042172042
1340,296079.9996170239
1341,296946.346840975
1342,296754.6306791479
1343,298211.9058184003
1344,298234.098430619
1345,295241.1222589908
1346,295646.4538347352
1347,297278.0160770161
1348,296352.2369325199
1349,290893.32812312484
1350,286682.75354675815
1351,284113.230514349
1352,281896.2277157218
1353,285891.61339609313
1354,286852.72056890174
1355,288613.91847555415
1356,292185.8196763924
1357,295555.976442718
1358,283389.6112705762
1359,280010.6389204542
1360,273474.8659951382
1361,232430.82780786624
1362,237992.69952671893
1363,229537.60226426768
