date,asset,old_weight,new_weight,turnover,transaction_cost,slippage_cost,portfolio_value
2014-10-15,BTC-USD,0.0,0.25,0.25,25.0,12.5,99850.0
2014-10-15,GLD,0.0,0.25,0.25,25.0,12.5,99850.0
2014-10-15,SPY,0.0,0.25,0.25,25.0,12.5,99850.0
2014-10-15,TLT,0.0,0.25,0.25,25.0,12.5,99850.0
2014-11-12,BTC-USD,0.25666788164918536,0.25,0.006667881649185359,0.67235127314308,0.33617563657154,100826.60013950017
2014-11-12,GLD,0.23241276043346693,0.25,0.017587239566533075,1.7733972400478262,0.8866986200239131,100826.60013950017
2014-11-12,SPY,0.2688328375985471,0.25,0.018832837598547092,1.898996263352545,0.9494981316762725,100826.60013950017
2014-11-12,TLT,0.2420865203188006,0.25,0.007913479681199403,0.7979502964478017,0.39897514822390084,100826.60013950017
2014-12-11,BTC-USD,0.2087613915682687,0.0,0.2087613915682687,20.660219337811064,10.330109668905532,98824.07894961997
2014-12-11,GLD,0.268276071143643,0.0,0.268276071143643,26.550131857601293,13.275065928800647,98824.07894961997
2014-12-11,SPY,0.25492017261113104,0.5,0.24507982738886896,24.254499125002646,12.127249562501323,98824.07894961997
2014-12-11,TLT,0.2680423646769572,0.5,0.2319576353230428,22.95585207040972,11.47792603520486,98824.07894961997
2015-01-12,SPY,0.48488629498223274,0.5,0.015113705017767265,1.5350264335972525,0.7675132167986263,101560.59232217797
2015-01-12,TLT,0.515113705017767,0.5,0.015113705017766987,1.5350264335972243,0.7675132167986122,101560.59232217797
2015-02-10,SPY,0.5087094881170174,0.5,0.008709488117017439,0.8864545587385294,0.4432272793692647,101777.66880583916
2015-02-10,TLT,0.4912905118829829,0.5,0.008709488117017106,0.8864545587384955,0.4432272793692478,101777.66880583916
2015-03-11,SPY,0.5017732058741597,0.5,0.0017732058741597445,0.1777605300161488,0.0888802650080744,100247.57248355853
2015-03-11,TLT,0.4982267941258404,0.5,0.001773205874159578,0.17776053001613212,0.08888026500806606,100247.57248355853
2015-04-09,SPY,0.5016326309799908,0.5,0.001632630979990779,0.16728664272295138,0.08364332136147569,102463.95261458891
2015-04-09,TLT,0.4983673690200094,0.5,0.0016326309799906125,0.16728664272293434,0.08364332136146717,102463.95261458891
2015-05-07,SPY,0.5139773374218699,1.0,0.4860226625781301,48.420056813907784,24.210028406953892,99479.84076016369
2015-05-07,TLT,0.48602266257813015,0.0,0.48602266257813015,48.420056813907784,24.210028406953892,99479.84076016369
