,portfolio_value
765,279779.0595063442
766,277652.289914352
767,281243.1236217472
768,283772.6007423257
769,286737.94816337404
770,285302.8487097995
771,286850.5583884844
772,288663.9575211302
773,294404.6968553991
774,293509.50277722016
775,290599.73443928437
776,285712.0063753243
777,285177.67410767305
778,279857.95461015217
779,281860.42165871535
780,282054.8087669062
781,277174.9881495395
782,271997.4787970465
783,272922.80320288986
784,271093.91512160597
785,275435.52293946524
786,276360.6537472939
787,282651.83660029585
788,282033.5370037051
789,283747.34864957165
790,287479.9390534656
791,278010.64670282253
792,277588.4751319475
793,271062.4198809153
794,271576.148645672
795,271637.8264386432
796,273002.1345970808
797,272909.60163603665
798,267823.2890818258
799,262516.82615576184
800,262228.81238352816
801,262184.4497895738
802,268340.7449555447
803,262671.9995149441
804,264952.88579528674
805,263609.9589545715
806,261071.0345112531
807,266435.01460945304
808,264223.491383571
809,268133.39254064497
810,266039.6503455401
811,267279.24217345094
812,270678.0025867121
813,271043.3260828137
814,271761.3834843038
815,264879.3001369648
816,265428.76908249105
817,265268.55392393586
818,264304.72435745393
819,265182.8844794838
820,266039.6271410299
821,265597.3456776321
822,264404.02160845825
823,264064.4211748981
824,264717.29669777217
825,265897.3435335333
826,263124.2979104663
827,263311.8137765773
828,265395.3723241092
829,266033.10448786855
830,266106.26202535705
831,265434.4239672279
832,266323.5195533826
833,264799.3121835824
834,264484.20678210945
835,270102.1617406522
836,269203.004887055
837,270126.8907663551
838,269424.2992620838
839,269750.78932613577
840,271061.1150203027
841,271367.8258942463
842,271252.09469102015
843,269551.2180592324
844,271184.859316079
845,270967.1082806316
846,271539.19956889754
847,269933.9303919096
848,269221.9872920824
849,268809.919081297
850,269369.44731378433
851,269467.400814498
852,269142.6306264906
853,268881.96849644167
854,269177.9731844669
855,270716.5624125478
856,272171.98181836243
857,272813.0348523297
858,271736.8832142828
859,273302.2516926932
860,273718.2996391968
861,273448.19664555386
862,274458.7363520257
863,276301.7875811038
864,275746.47604588966
865,275863.5496942307
866,276788.56466892647
867,277330.6581542792
868,278338.2264336891
869,279080.98979334807
870,278729.8189038859
871,279055.64315812464
872,278060.3222709966
873,278822.1341270615
874,279675.18437539396
875,279284.85215167317
876,279007.280253353
877,279819.4903790898
878,278956.4419314383
879,278899.95214188925
880,279160.51071232103
881,278375.3141775895
882,278091.2786786773
883,279090.82990237273
884,278539.5611094986
885,280081.8610290608
886,280908.6246196427
887,280617.3557026868
888,281745.9932573648
889,281064.9443075846
890,281854.5056837208
891,281371.41168513783
892,280395.75898328185
893,282158.65192613733
894,281964.30034539726
895,280666.0425307791
896,279863.2103393283
897,280011.58916893095
898,280522.3975283246
899,278050.16518424294
900,278892.0500010706
901,280560.3811196714
902,281385.6033148191
903,280786.144040553
904,279564.8401585681
905,280596.82369056944
906,280967.6014496527
907,280811.87610409566
908,281250.85802196804
909,280945.70093847165
910,280424.9016845783
911,282007.8251992856
912,281849.0806736342
913,282429.81552232994
914,283843.04308993154
915,284262.65554641996
916,285641.64592068346
917,288294.1982537648
918,287590.91839581466
919,287644.2266471679
920,287500.2175661957
921,288783.8929125769
922,291264.7176167932
923,294484.39508579415
924,295269.79658800695
925,296688.36422147165
926,299618.7855423687
927,300932.4019112543
928,305485.74520747206
929,307735.41246327723
930,311160.3647124707
931,305553.5150070096
932,310799.4822087319
933,304155.4605239765
934,306592.53130101785
935,313080.84462586726
936,307157.50326290727
937,311633.11848994327
938,312845.0722620615
939,311390.95441337494
940,306778.6596315709
941,310519.9391041892
942,304692.645522291
943,292955.26498874
944,296089.4637944003
945,304481.2559306989
946,301773.8546425653
947,300734.5355799664
948,297146.5172780503
949,297524.07878586306
950,297037.3222846405
951,297519.0127901242
952,295205.3003920151
953,296131.0367328096
954,298528.4686467178
955,303403.4396288222
956,304097.6471236923
957,312913.79429974704
958,313058.58694660553
959,317412.8970891729
960,319685.2731661256
961,318019.8750641986
962,316167.98832489765
963,313189.24027919275
964,306803.7662987668
965,310320.6152988141
966,310805.7576479702
967,313657.7088403312
968,313364.87626840005
969,308539.4724960933
970,307752.3886198701
971,310571.68441574124
972,310844.3277839143
973,311066.1592003633
974,308129.5836207616
975,306307.65736761293
976,306802.76967103966
977,315296.8854263525
978,316579.03435114404
979,314078.9951028415
980,312356.66315444116
981,310455.8927481819
982,306924.5798136912
983,308232.4540248687
984,309544.876983088
985,306728.8752794412
986,307686.50040719437
987,308283.7065065264
988,307901.15374945255
989,308886.7630765524
990,310025.67465910956
991,307608.2835892249
992,300870.4211839935
993,297716.52449466765
994,295375.38342056295
995,295704.9977407021
996,295333.4675427159
997,295411.96652728633
998,295469.3688732681
999,296228.23301117955
1000,297475.5655610595
1001,295550.60123102705
1002,296193.557223724
1003,297863.12652415736
1004,295413.257056863
1005,292436.64584376174
1006,293888.18732099043
1007,291251.4804433309
1008,291126.26586743095
1009,291408.7125376915
1010,290461.3450877486
1011,290759.8680781607
1012,290741.7325688754
1013,288144.35766079585
1014,288622.5245148335
1015,294549.6888705074
1016,295637.2633501619
1017,296183.2880495862
1018,297459.26280172623
1019,299919.5657992854
1020,300278.881555344
1021,300008.79406590987
1022,297245.44970412104
1023,298209.8726259169
1024,295192.49487914785
1025,291902.68160708627
1026,291337.144708711
1027,292423.6013936599
1028,293249.4742959965
1029,293952.5038177222
1030,292959.0855213513
1031,292296.0650280101
1032,292346.747920748
1033,291796.0424501973
1034,288230.6594659945
1035,286036.80973344325
1036,285461.0922584896
1037,286973.8174394549
1038,288795.1158101424
1039,290329.3036380666
1040,285592.8128832572
1041,287212.91074477305
1042,286164.71472993103
1043,287896.0299346563
1044,288380.28438901197
1045,286879.0934134783
1046,285807.4986671078
1047,286461.46083212656
1048,285889.22136255604
1049,287334.963987979
1050,283761.0931756364
1051,280611.0122689564
1052,286461.1080879486
1053,286322.15380845795
1054,286960.03877101745
1055,288532.1594630819
1056,289092.175247988
1057,289386.09320648614
1058,289930.9233745189
1059,289447.31793834013
1060,288054.5472073635
1061,287946.52474673523
1062,293060.08464434714
1063,297801.3197909214
1064,301204.46660201915
1065,299761.05031926953
1066,298219.4509860421
1067,301784.3035739461
1068,301303.433452747
1069,307578.8723428876
1070,308526.98030564096
1071,308069.0321969496
1072,309580.2610101041
1073,308717.88971168705
1074,308448.2613128605
1075,306771.3972058866
1076,307505.3729615466
1077,312087.6419113151
1078,315421.99488381227
1079,316195.9712456354
1080,318083.9079437334
1081,316472.34586839215
1082,315994.35192319157
1083,314121.15186869237
1084,317870.49404972635
1085,319878.0255547962
1086,321195.4751107521
1087,322716.71304738434
1088,324998.6261978948
1089,325974.02814520977
1090,325775.6282299765
1091,327376.9166520273
1092,327405.3850786526
1093,324054.8108833131
1094,324473.9452427626
1095,326253.71740448324
1096,325135.01186984376
1097,318958.8152050514
1098,314011.5463673593
1099,310945.27943469805
1100,308466.2697852051
1101,313325.2082318618
1102,313954.2399670889
1103,316194.4191659429
1104,320023.2465274628
1105,323164.07440011494
1106,307505.23712127545
1107,305563.9369761368
1108,298626.0464729578
1109,253845.0818173667
1110,262784.30610346136
1111,251709.278529495
1112,254118.43963389887
1113,246005.65344554867
1114,256891.50516305355
1115,259753.31736553783
1116,265741.04190176586
1117,276621.4745691203
1118,275984.5364959502
1119,281482.1341917947
1120,278119.1275324595
1121,277162.14622233587
1122,272891.2236618594
1123,276937.3321588049
1124,281095.0600593531
1125,281330.101326672
1126,288878.9308536372
1127,286242.6258513946
1128,285832.8539764664
1129,288613.2575774099
1130,285307.2769867031
1131,286123.1984572699
1132,286551.50097285316
1133,292144.7814551983
1134,288203.21780988935
1135,287912.4372938405
1136,288529.6855487626
1137,291749.9920487396
1138,296280.8042475359
1139,297131.14202865894
1140,296321.79456859484
1141,297221.67620229046
1142,304278.5872327908
1143,299631.729636202
1144,302787.2522078285
1145,302960.853974584
1146,303297.1362736376
1147,301479.1511231148
1148,309550.8816755268
1149,306504.516663188
1150,296631.4902884096
1151,299671.2039280278
1152,304704.77479516267
1153,309905.15893950814
1154,307686.0192291202
1155,306541.6693210135
1156,308198.4036287079
1157,307561.64061866264
1158,303181.3206133654
1159,305289.02827056614
1160,299558.54889929085
1161,300818.65148190374
1162,301118.2979959625
1163,302918.2663284198
1164,303846.6688434003
1165,302404.52373226895
1166,299761.3400728886
1167,299315.8398610736
1168,297610.98602976406
1169,300118.8706901841
1170,302038.3842063067
1171,305065.4019550133
1172,301907.3299636268
1173,301924.0789296271
1174,302327.7673279725
1175,301827.0123072095
1176,302174.719894551
1177,303081.4179982459
1178,303897.27949757373
1179,305524.01677570585
1180,305965.87008557766
1181,305040.78241492
1182,306032.7769655011
1183,306197.88400384935
1184,306878.28855034336
1185,307692.8946978651
1186,307399.28176041244
1187,308156.40681587224
1188,309427.8428441939
1189,311153.472435144
1190,311944.62967254524
1191,313137.84644883126
1192,312913.7251439548
1193,312862.65169441653
1194,314497.7948964235
1195,314671.53025152185
1196,313858.6006629735
1197,314806.0819159821
1198,316257.9808577416
1199,317954.5810556002
1200,320590.66894362395
1201,321810.43310252164
1202,322202.2737585741
1203,324694.8858648763
1204,325881.71328074456
1205,327682.645934477
1206,327250.58842626883
1207,328964.9076959178
1208,329146.78890305
1209,333111.4887721713
1210,333749.08870168944
1211,336623.01401878777
1212,333949.98512237583
1213,333279.404923284
1214,324471.1276120851
1215,324132.3740677361
1216,325431.2706119706
1217,324472.92205522384
1218,327553.8439744729
1219,329644.6789627251
1220,324721.64552205167
1221,326775.86432267213
1222,326623.7818188936
1223,327110.86004001676
1224,326354.68604393624
1225,328359.4958974548
1226,325377.25041358307
1227,328007.9202535398
1228,328723.07063534705
1229,331344.1038578843
1230,331864.94725270633
1231,326197.2974524506
1232,323946.2485096024
1233,321046.4803784285
1234,323910.3508786947
1235,322429.07924631034
1236,322741.2729054684
1237,325231.498986994
1238,325388.51501975383
1239,325161.70028920245
1240,323955.7254912134
1241,322542.48611861526
1242,319363.9340229118
1243,319894.4605447756
1244,315081.4148501053
1245,316566.73223596637
1246,317860.3233892961
1247,320306.49936761655
1248,320846.394059576
1249,319953.52069629706
1250,321564.2784238505
1251,320050.4787360076
1252,320518.95880698756
1253,318200.155911555
1254,319232.963613638
1255,321278.78898766567
1256,324181.379735179
1257,326294.56982931134
1258,324575.9374016804
1259,324481.34863121127
1260,324605.9972934594
1261,323072.4482391054
1262,323376.5760209209
1263,324107.3762700408
1264,328286.5578074061
1265,327542.4121834179
1266,328162.05832976464
1267,327868.7122090429
1268,330782.72396358283
1269,324605.86442160734
1270,324942.57319266273
1271,323952.5844723437
1272,326509.3329810287
1273,329671.79254293157
1274,334327.2296465982
1275,343846.18224115163
1276,342748.1928687025
1277,336741.1802424372
1278,336219.9979201486
1279,338334.5158339007
1280,341610.12626623904
1281,343412.1683700526
1282,346336.2437902224
1283,350798.8188124321
1284,350272.09030023066
1285,350989.15830301895
1286,355300.1355860736
1287,352420.97336303827
1288,355083.1828494526
1289,352869.50878120866
1290,345068.5028969827
1291,355842.6918766451
1292,353532.7683871758
1293,355528.2620637229
1294,358038.70659794414
1295,353730.4084340658
1296,357947.77677003294
1297,354788.8809893376
1298,353286.65635487356
1299,352481.8339993135
1300,351853.5250133644
1301,356331.9419375337
1302,359252.62662574707
1303,368005.7093192984
1304,375473.85297643475
1305,376017.0016245317
1306,374383.0131860066
1307,377902.4932665358
1308,375781.66993490007
1309,378869.45110524754
1310,391878.4359685199
1311,392922.07357766596
1312,399192.9141051126
1313,400769.06354325754
1314,411249.60093578964
1315,417793.2637435145
1316,422897.25305564294
1317,430343.1598062884
1318,430691.02944521775
1319,414799.0347265008
1320,410500.9983538005
1321,421267.55557903514
1322,425004.3942587435
1323,416715.7016586407
1324,416585.47461314884
1325,418283.06624287314
1326,402672.0296519472
1327,408723.6117118064
1328,408412.37835286546
1329,408447.1737121047
1330,398600.04616944696
1331,408462.15925889683
1332,408301.64934134565
1333,408714.00121526245
1334,414078.24196960236
1335,418647.1480795877
1336,415735.59357600653
1337,419664.49879447307
1338,442024.59931659163
1339,443071.7726663806
1340,440374.1860014141
1341,446655.98810815334
1342,444788.65417763294
1343,445837.2847261621
1344,452023.689059164
1345,450044.9680706673
1346,458655.58598332066
1347,455092.5705991907
1348,441895.41508730315
1349,444681.1983294129
1350,431619.17433824664
1351,429002.7490369384
1352,438393.5129333707
1353,435100.9215038478
1354,436441.41071102605
1355,428585.9305281102
1356,431788.35271858855
1357,436976.3486951482
1358,447941.0473987906
1359,452051.92108485906
1360,456385.39200660825
1361,455028.7983594494
1362,452336.6261214096
1363,454888.7583148937
