,BTC-USD,GLD,SPY,TLT
0,0.0,0.0,0.5,0.5
1,0.0,0.0,0.5,0.5
2,0.0,0.0,0.5,0.5
3,0.0,0.0,0.5,0.5
4,0.0,0.0,0.5,0.5
5,0.0,0.0,0.5,0.5
6,0.0,0.0,0.5,0.5
7,0.0,0.0,0.5,0.5
8,0.0,0.0,0.5,0.5
9,0.0,0.0,0.5,0.5
10,0.0,0.0,0.5,0.5
11,0.0,0.0,0.5,0.5
12,0.0,0.0,0.5,0.5
13,0.0,0.0,0.5,0.5
14,0.0,0.0,0.5,0.5
15,0.0,0.0,0.5,0.5
16,0.0,0.0,0.5,0.5
17,0.0,0.0,0.5,0.5
18,0.0,0.0,0.5,0.5
19,0.0,0.0,0.5,0.5
20,0.0,0.0,0.8660908359665602,0.13390916403343978
21,0.0,0.0,0.8660908359665602,0.13390916403343978
22,0.0,0.0,0.8660908359665602,0.13390916403343978
23,0.0,0.0,0.8660908359665602,0.13390916403343978
24,0.0,0.0,0.8660908359665602,0.13390916403343978
25,0.0,0.0,0.8660908359665602,0.13390916403343978
26,0.0,0.0,0.8660908359665602,0.13390916403343978
27,0.0,0.0,0.8660908359665602,0.13390916403343978
28,0.0,0.0,0.8660908359665602,0.13390916403343978
29,0.0,0.0,0.8660908359665602,0.13390916403343978
30,0.0,0.0,0.8660908359665602,0.13390916403343978
31,0.0,0.0,0.8660908359665602,0.13390916403343978
32,0.0,0.0,0.8660908359665602,0.13390916403343978
33,0.0,0.0,0.8660908359665602,0.13390916403343978
34,0.0,0.0,0.8660908359665602,0.13390916403343978
35,0.0,0.0,0.8660908359665602,0.13390916403343978
36,0.0,0.0,0.8660908359665602,0.13390916403343978
37,0.0,0.0,0.8660908359665602,0.13390916403343978
38,0.0,0.0,0.8660908359665602,0.13390916403343978
39,0.0,0.0,0.8660908359665602,0.13390916403343978
40,0.383705242307871,0.0,0.616294757692129,0.0
41,0.383705242307871,0.0,0.616294757692129,0.0
42,0.383705242307871,0.0,0.616294757692129,0.0
43,0.383705242307871,0.0,0.616294757692129,0.0
44,0.383705242307871,0.0,0.616294757692129,0.0
45,0.383705242307871,0.0,0.616294757692129,0.0
46,0.383705242307871,0.0,0.616294757692129,0.0
47,0.383705242307871,0.0,0.616294757692129,0.0
48,0.383705242307871,0.0,0.616294757692129,0.0
49,0.383705242307871,0.0,0.616294757692129,0.0
50,0.383705242307871,0.0,0.616294757692129,0.0
51,0.383705242307871,0.0,0.616294757692129,0.0
52,0.383705242307871,0.0,0.616294757692129,0.0
53,0.383705242307871,0.0,0.616294757692129,0.0
54,0.383705242307871,0.0,0.616294757692129,0.0
55,0.383705242307871,0.0,0.616294757692129,0.0
56,0.383705242307871,0.0,0.616294757692129,0.0
57,0.383705242307871,0.0,0.616294757692129,0.0
58,0.383705242307871,0.0,0.616294757692129,0.0
59,0.383705242307871,0.0,0.616294757692129,0.0
60,1.0,0.0,0.0,0.0
61,1.0,0.0,0.0,0.0
62,1.0,0.0,0.0,0.0
63,1.0,0.0,0.0,0.0
64,1.0,0.0,0.0,0.0
65,1.0,0.0,0.0,0.0
66,1.0,0.0,0.0,0.0
67,1.0,0.0,0.0,0.0
68,1.0,0.0,0.0,0.0
69,1.0,0.0,0.0,0.0
70,1.0,0.0,0.0,0.0
71,1.0,0.0,0.0,0.0
72,1.0,0.0,0.0,0.0
73,1.0,0.0,0.0,0.0
74,1.0,0.0,0.0,0.0
75,1.0,0.0,0.0,0.0
76,1.0,0.0,0.0,0.0
77,1.0,0.0,0.0,0.0
78,1.0,0.0,0.0,0.0
79,1.0,0.0,0.0,0.0
80,0.6605105288535261,0.0,0.0,0.33948947114647393
81,0.6605105288535261,0.0,0.0,0.33948947114647393
82,0.6605105288535261,0.0,0.0,0.33948947114647393
83,0.6605105288535261,0.0,0.0,0.33948947114647393
84,0.6605105288535261,0.0,0.0,0.33948947114647393
85,0.6605105288535261,0.0,0.0,0.33948947114647393
86,0.6605105288535261,0.0,0.0,0.33948947114647393
87,0.6605105288535261,0.0,0.0,0.33948947114647393
88,0.6605105288535261,0.0,0.0,0.33948947114647393
89,0.6605105288535261,0.0,0.0,0.33948947114647393
90,0.6605105288535261,0.0,0.0,0.33948947114647393
91,0.6605105288535261,0.0,0.0,0.33948947114647393
92,0.6605105288535261,0.0,0.0,0.33948947114647393
93,0.6605105288535261,0.0,0.0,0.33948947114647393
94,0.6605105288535261,0.0,0.0,0.33948947114647393
95,0.6605105288535261,0.0,0.0,0.33948947114647393
96,0.6605105288535261,0.0,0.0,0.33948947114647393
97,0.6605105288535261,0.0,0.0,0.33948947114647393
98,0.6605105288535261,0.0,0.0,0.33948947114647393
99,0.6605105288535261,0.0,0.0,0.33948947114647393
100,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
101,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
102,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
103,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
104,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
105,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
106,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
107,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
108,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
109,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
110,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
111,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
112,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
113,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
114,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
115,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
116,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
117,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
118,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
119,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
120,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
121,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
122,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
123,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
124,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
125,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
126,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
127,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
128,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
129,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
130,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
131,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
132,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
133,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
134,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
135,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
136,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
137,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
138,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
139,0.4685903296471448,0.1383224090752714,0.0,0.39308726127758387
140,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
141,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
142,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
143,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
144,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
145,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
146,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
147,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
148,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
149,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
150,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
151,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
152,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
153,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
154,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
155,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
156,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
157,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
158,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
159,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
160,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
161,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
162,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
163,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
164,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
165,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
166,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
167,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
168,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
169,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
170,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
171,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
172,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
173,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
174,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
175,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
176,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
177,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
178,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
179,0.32615661079860864,0.32615661079860864,0.02153016760417419,0.32615661079860864
180,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
181,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
182,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
183,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
184,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
185,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
186,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
187,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
188,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
189,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
190,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
191,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
192,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
193,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
194,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
195,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
196,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
197,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
198,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
199,0.2880112748252285,0.2880112748252285,0.13596617552431461,0.2880112748252285
200,0.25,0.25,0.25,0.25
201,0.25,0.25,0.25,0.25
202,0.25,0.25,0.25,0.25
203,0.25,0.25,0.25,0.25
204,0.25,0.25,0.25,0.25
205,0.25,0.25,0.25,0.25
206,0.25,0.25,0.25,0.25
207,0.25,0.25,0.25,0.25
208,0.25,0.25,0.25,0.25
209,0.25,0.25,0.25,0.25
210,0.25,0.25,0.25,0.25
211,0.25,0.25,0.25,0.25
212,0.25,0.25,0.25,0.25
213,0.25,0.25,0.25,0.25
214,0.25,0.25,0.25,0.25
215,0.25,0.25,0.25,0.25
216,0.25,0.25,0.25,0.25
217,0.25,0.25,0.25,0.25
218,0.25,0.25,0.25,0.25
219,0.25,0.25,0.25,0.25
220,0.25,0.25,0.25,0.25
221,0.25,0.25,0.25,0.25
222,0.25,0.25,0.25,0.25
223,0.25,0.25,0.25,0.25
