Date,0
2014-10-15,100000.0
2014-10-15,99578.3363252096
2014-10-16,98672.06732445412
2014-10-17,98849.1360097358
2014-10-20,99294.52413768828
2014-10-21,99862.07855290703
2014-10-22,99353.7901138789
2014-10-23,97664.4913340314
2014-10-24,97847.49222910345
2014-10-27,97460.56464740787
2014-10-28,97897.39611162359
2014-10-29,96143.45646593958
2014-10-30,96667.27287635961
2014-10-31,95929.70654440521
2014-11-03,95159.45933767657
2014-11-04,95337.95113457367
2014-11-05,95503.31602023222
2014-11-06,96068.43038326796
2014-11-07,96583.6858417095
2014-11-10,97370.55757187474
2014-11-11,97790.83994582552
2014-11-12,100826.60013950017
2014-11-13,100784.09016786324
2014-11-14,100136.04687783914
2014-11-17,99366.46923624128
2014-11-18,99070.06592032137
2014-11-19,98871.54897594606
2014-11-20,97922.50434457028
2014-11-21,97911.7920192731
2014-11-24,99429.66234608885
2014-11-25,99591.71131749566
2014-11-26,99261.25042858404
2014-11-28,99183.45253948747
2014-12-01,100007.29783736938
2014-12-02,99713.50281891655
2014-12-03,99803.78874454075
2014-12-04,99566.22620489121
2014-12-05,99551.19697995963
2014-12-08,99094.7513621719
2014-12-09,99170.1416885818
2014-12-10,98548.75055656456
2014-12-11,98953.46637871725
2014-12-12,98968.01060404701
2014-12-15,97592.288684969
2014-12-16,96497.33656347517
2014-12-17,96071.03414727507
2014-12-18,95803.46764340093
2014-12-19,96608.3118376807
2014-12-22,97253.74269715535
2014-12-23,97014.76187218951
2014-12-24,96294.2960741902
2014-12-26,97271.5559949867
2014-12-29,96147.25531752492
2014-12-30,96261.17024534772
2014-12-31,96367.96607880804
2015-01-02,96371.10025491712
2015-01-05,93622.70877279704
2015-01-06,94921.30778368181
2015-01-07,95582.6831502198
2015-01-08,94788.1393914962
2015-01-09,95625.82690669328
2015-01-12,94204.73462779315
2015-01-13,90047.90352408755
2015-01-14,85403.96981878817
2015-01-15,88585.67094443017
2015-01-16,88744.5269126064
2015-01-20,89703.71621825144
2015-01-21,90789.89977359492
2015-01-22,91779.10165973013
2015-01-23,91732.74886581297
2015-01-26,94550.97997910585
2015-01-27,93720.33569088104
2015-01-28,91059.07738154446
2015-01-29,90545.46691122082
2015-01-30,90621.79186800089
2015-02-02,91537.13214280852
2015-02-03,90169.74126303048
2015-02-04,90191.55112570606
2015-02-05,89403.21790468539
2015-02-06,88687.83572548623
2015-02-09,88473.82811166384
2015-02-10,88364.65347981434
2015-02-11,88089.86139038192
2015-02-12,88535.9960324612
2015-02-13,89851.22697995786
2015-02-17,89991.74956212268
2015-02-18,89441.27884681254
2015-02-19,89600.25065262563
2015-02-20,90021.69175748255
2015-02-23,89797.37744099909
2015-02-24,90098.1030373131
2015-02-25,90128.83738099219
2015-02-26,89761.06713872949
2015-02-27,91565.64876001011
2015-03-02,93296.52924391613
2015-03-03,93679.91801485463
2015-03-04,92653.59072399848
2015-03-05,92935.72001585469
2015-03-06,91196.74867123774
2015-03-09,93132.47112905172
2015-03-10,93156.65008016162
2015-03-11,93573.4641033871
2015-03-12,93685.7418729695
2015-03-13,92779.1259732582
2015-03-16,93710.97279860976
2015-03-17,93302.13580590911
2015-03-18,92061.89656302585
2015-03-19,92170.9868001061
2015-03-20,92841.07925469709
2015-03-23,93303.47176174422
2015-03-24,91733.03650503464
2015-03-25,91252.86224336832
2015-03-26,91155.93168448086
2015-03-27,91297.46532224838
2015-03-30,91224.79167346697
2015-03-31,90787.76421005896
2015-04-01,91659.83670526017
2015-04-02,91860.11301036684
2015-04-06,92373.34228115134
2015-04-07,92206.0468658456
2015-04-08,91511.2513477969
2015-04-09,91015.58709529451
2015-04-10,90707.9497145535
2015-04-13,89371.74302857765
2015-04-14,88924.96474642916
2015-04-15,89634.30454073459
2015-04-16,89870.69668194
2015-04-17,89442.0582048839
2015-04-20,89429.73145304278
2015-04-21,90397.30164285637
2015-04-22,89746.98930214107
2015-04-23,90276.74122980423
2015-04-24,89660.12916943665
2015-04-27,89826.72959084951
2015-04-28,89460.58025916338
2015-04-29,88922.2704613162
2015-04-30,89261.4729209807
2015-05-01,88747.92704655563
2015-05-04,89442.46626136063
2015-05-05,88940.27612820461
2015-05-06,87865.20346895844
2015-05-07,88738.4026759247
2015-05-08,89797.77856323057
2015-05-11,88896.39075718673
2015-05-12,88976.54327296128
2015-05-13,88756.41940408012
2015-05-14,89220.1764788485
2015-05-15,89805.4916237307
2015-05-18,89077.95736217973
2015-05-19,88445.76047361006
2015-05-20,88695.79269275672
2015-05-21,89107.73377230801
2015-05-22,89507.42711630769
2015-05-26,88996.77201061194
2015-05-27,89270.55130676166
2015-05-28,89227.63859437243
2015-05-29,89122.44398084957
2015-06-01,87543.80163730703
2015-06-02,87568.24286535206
2015-06-03,87121.53949076321
2015-06-04,86905.06526310302
2015-06-05,86539.67434583827
2015-06-08,86783.33044718402
2015-06-09,86710.28854659386
2015-06-10,86938.8190124598
2015-06-11,87437.32299126158
2015-06-12,87290.45209479461
2015-06-15,87976.765579894
2015-06-16,89499.18220040154
2015-06-17,89311.18416082242
2015-06-18,89683.83985732221
2015-06-19,89397.44408379955
2015-06-22,88998.16132072623
2015-06-23,88479.69178258665
2015-06-24,88079.12110860519
2015-06-25,88126.34670458075
2015-06-26,87979.2586420029
2015-06-29,89427.58180870117
2015-06-30,89754.44767945838
2015-07-01,89126.17372950845
2015-07-02,88824.7265761717
2015-07-06,90474.50583867397
2015-07-07,90325.2862105891
2015-07-08,90584.60139922284
2015-07-09,90090.020789338
2015-07-10,91315.89279404194
