date,asset,old_weight,new_weight,turnover,transaction_cost,slippage_cost,portfolio_value
2014-10-15,BTC-USD,0.0,0.25,0.25,25.0,12.5,99850.0
2014-10-15,GLD,0.0,0.25,0.25,25.0,12.5,99850.0
2014-10-15,SPY,0.0,0.25,0.25,25.0,12.5,99850.0
2014-10-15,TLT,0.0,0.25,0.25,25.0,12.5,99850.0
2014-11-12,BTC-USD,0.25666788164918536,0.25,0.006667881649185359,0.67235127314308,0.33617563657154,100826.60013950017
2014-11-12,GLD,0.23241276043346693,0.25,0.017587239566533075,1.7733972400478262,0.8866986200239131,100826.60013950017
2014-11-12,SPY,0.2688328375985471,0.25,0.018832837598547092,1.898996263352545,0.9494981316762725,100826.60013950017
2014-11-12,TLT,0.2420865203188006,0.25,0.007913479681199403,0.7979502964478017,0.39897514822390084,100826.60013950017
2014-12-11,BTC-USD,0.2087613915682687,0.25,0.0412386084317313,4.081208162990494,2.040604081495247,98953.46637871725
2014-12-11,GLD,0.268276071143643,0.25,0.01827607114364299,1.8087043567997378,0.9043521783998689,98953.46637871725
2014-12-11,SPY,0.25492017261113104,0.25,0.004920172611131035,0.48692837579891196,0.24346418789945598,98953.46637871725
2014-12-11,TLT,0.2680423646769572,0.25,0.01804236467695719,1.785575430391837,0.8927877151959185,98953.46637871725
2015-01-12,BTC-USD,0.19617010642423785,0.25,0.05382989357576215,5.071849890766578,2.535924945383289,94204.73462779315
2015-01-12,GLD,0.264144967485606,0.25,0.014144967485606008,1.3327381317556668,0.6663690658778334,94204.73462779315
2015-01-12,SPY,0.261685824269616,0.25,0.011685824269616008,1.101037780465837,0.5505188902329184,94204.73462779315
2015-01-12,TLT,0.2779991018205401,0.25,0.027999101820540107,2.638073978545071,1.3190369892725355,94204.73462779315
2015-02-10,BTC-USD,0.2000437844844225,0.25,0.049956215515577496,4.415025347070165,2.2075126735350823,88364.65347981434
2015-02-10,GLD,0.2658376353546697,0.25,0.0158376353546697,1.3996969307396299,0.6998484653698149,88364.65347981434
2015-02-10,SPY,0.27171118950744355,0.25,0.02171118950744355,1.9187893038158017,0.9593946519079009,88364.65347981434
2015-02-10,TLT,0.2624073906534641,0.25,0.012407390653464079,1.0965391125147186,0.5482695562573593,88364.65347981434
2015-03-11,BTC-USD,0.3145185558350558,0.25,0.06451855583505578,6.038393533725047,3.0191967668625237,93573.4641033871
2015-03-11,GLD,0.22050014854024672,0.25,0.029499851459753285,2.7609376867613764,1.3804688433806882,93573.4641033871
