date,asset,old_weight,new_weight,turnover,transaction_cost,slippage_cost,portfolio_value
2014-10-15,BTC-USD,0.0,0.25,0.25,25.0,12.5,99850.0
2014-10-15,GLD,0.0,0.25,0.25,25.0,12.5,99850.0
2014-10-15,SPY,0.0,0.25,0.25,25.0,12.5,99850.0
2014-10-15,TLT,0.0,0.25,0.25,25.0,12.5,99850.0
2014-11-12,BTC-USD,0.25666788164918536,0.07265797554318912,0.18400990610599624,18.554512684912524,9.277256342456262,100765.7557683386
2014-11-12,GLD,0.23241276043346693,0.18978548676869728,0.04262727366476965,4.298291905440151,2.1491459527200756,100765.7557683386
2014-11-12,SPY,0.2688328375985471,0.32724807167147346,0.05841523407292637,5.890260065530934,2.945130032765467,100765.7557683386
2014-11-12,TLT,0.2420865203188006,0.4103084660166403,0.1682219456978397,16.962544524821755,8.481272262410878,100765.7557683386
2014-12-11,BTC-USD,0.05845487881109727,0.061468944250890147,0.003014065439792879,0.3094197055294727,0.15470985276473634,102644.3394428665
2014-12-11,GLD,0.19621500869521694,0.17391802883224494,0.022296979862971994,2.288976494110716,1.144488247055358,102644.3394428665
2014-12-11,SPY,0.3214908288327323,0.3647455514847413,0.043254722652009026,4.44046879972963,2.220234399864815,102644.3394428665
2014-12-11,TLT,0.423839283660953,0.39986747543212353,0.023971808228829494,2.460912011148344,1.230456005574172,102644.3394428665
2015-01-12,BTC-USD,0.04557043573418716,0.0726078742129246,0.027037438478737436,2.7969055338400417,1.3984527669200209,103421.89363671132
2015-01-12,GLD,0.1736127214614154,0.22314172104069627,0.049528999579280863,5.1235598045943505,2.5617799022971752,103421.89363671132
2015-01-12,SPY,0.36071549678346915,0.3416602172276471,0.019055279555822036,1.9711858754837344,0.9855929377418672,103421.89363671132
2015-01-12,TLT,0.42010134602092836,0.3625901875187321,0.057511158502196236,5.949279462950655,2.9746397314753277,103421.89363671132
2015-02-10,BTC-USD,0.05547537016962588,0.050706276969157825,0.004769093200468054,0.48460490067522505,0.24230245033761252,101603.87134306457
2015-02-10,GLD,0.22656283401233418,0.2487663769907303,0.022203542978396107,2.2561827348284407,1.1280913674142203,101603.87134306457
2015-02-10,SPY,0.3545629575515529,0.36439149659843945,0.00982853904688652,0.9987135894369943,0.49935679471849714,101603.87134306457
2015-02-10,TLT,0.3633988382664869,0.3361358494416725,0.02726298882481437,2.7702914235901894,1.3851457117950947,101603.87134306457
